Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Convocatoria | SEED_2065,Convocatoria | SEED_2065,,https://www.artrabbit.com/artist-opportunities/2025/june/seed2065,Reino Unido,"June 30, 2025",Yes,The Museum of Human Violence,,No,"Se invita a artistas a participar en un proyecto colaborativo gratuito enfocado en el arte y Futurismos Radicales para un mundo post-antropocéntrico. Este programa de cinco meses, del 17 de julio al 16 de diciembre de 2025, busca crear una cohorte de 12-15 artistas para investigar, discutir y desarrollar nuevas obras de arte que exploren un futuro justo para toda la vida, incluyendo la relación humano-máquina y la sanación de los ecosistemas. El proyecto culminará con una ambiciosa exposición de dos semanas en The Handbag Factory Gallery de Londres del 3 al 16 de diciembre. Los interesados deben enviar un único documento PDF con su información de contacto, descripción de práctica e intereses, motivación para participar, experiencia con futurismos radicales y enfoque en la ""otra"" naturaleza, hasta 5 imágenes de su trabajo, ideas para nuevas obras, disponibilidad para supervisar la exposición y otras habilidades relevantes.",,https://themuseumofhumanviolence.com/open-call-seed_2065/#,Convocatoria,"Visuales, ",2025-06-07 22:54:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,GBP,,False,,,False
Convocatoria | Hotel ACTUAL - Convocatoria para artistas contemporáneos,Convocatoria | Hotel ACTUAL - Convocatoria para artistas contemporáneos,,https://www.artrabbit.com/artist-opportunities/2025/july/hotel-actual-open-call-for-contemporary-artists,España,"July 1, 2025",Yes,"Festival Actual - Gobierno de La Rioja, Logroño",,No,"Dirigida a artistas visuales individuales de cualquier nacionalidad mayores de 18 años, con categorías específicas para artistas internacionales, nacionales (residentes en España), residentes en La Rioja y estudiantes de ESDIR. Hotel ACTUAL será una muestra de arte contemporáneo en formato feria de pequeña escala, en la que las habitaciones de un hotel se transformarán en espacios expositivos intervenidos por artistas seleccionados. Los cinco artistas seleccionados recibirán espacio de exposición gratuito (una habitación de hotel), alojamiento con desayuno, una beca de producción de 800 €, apoyo para viaje, dietas, aparcamiento, soporte técnico, entre otras. ",,https://actualfestival.com/hotel-actual/,Convocatoria,"Visuales, Pintura, Escultura, Instalación, Fotografía, Video",2025-06-07 22:54:00,,,No,No,,No,,,No,,,Sin cargo,Cine,800.0,EUR,864.0,True,864.0,,True
"Residencia | Programa de Residencia Artística “Urbanism and Sea”, en Kavala ","Residencia | Programa de Residencia Artística “Urbanism and Sea”, en Kavala ",,https://eutopiaart.com/,Greece,"June 12, 2025",Yes,Eutopia Art Residency,,No,"Dirigida a artistas visuales, fotógrafos, músicos, escritores, arquitectos, directores y actores de cualquier parte del mundo, incluidos artistas de Latinoamérica; requiere pago para participar y abarca disciplinas como artes visuales, fotografía, música, escritura, arquitectura, dirección y actuación.",,https://eutopiaart.com,Residencia,"Multidisciplinar, Investigación",2025-06-07 22:58:00,,,No,No,,No,,,No,,,Pago,Otras,,,,False,,,False
Residencia | AIR Vallauris (Artistas en Residencia),Residencia | AIR Vallauris (Artistas en Residencia),,https://www.instagram.com/a.i.r.vallauris,Francia,,Yes,A.I.R. Vallauris,,No,"Situada en el corazón del casco antiguo de Vallauris, AIR Vallauris (Artistas en Residencia), asociación sin ánimo de lucro, acoge a artistas de todo el mundo en sus alojamientos y estudios para reunirse con artistas locales e investigar y crear nuevas obras en un entorno único. Consulta por los programas disponibles y las fechas para reservar.",,https://www.air-vallauris.org/residency/,Residencia,Visuales,2025-06-07 23:01:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False,,,False
Residencia | Residency for Glassmakers and Artists,Residencia | Residency for Glassmakers and Artists,,http://www.kolodiumglass.cz,República Checa,,Yes,Kolodium Glass,,No,"Ofrecen programas de residencia diseñados para artistas internacionales que desean sumergirse en el mundo de la vidriería o las técnicas fotográficas históricas. Los programas ofrecen espacio para el diálogo artístico, orientación profesional e instalaciones totalmente equipadas para el proceso creativo y la experimentación. Ofrecen ayuda para encontrar alojamiento y  proporcionar la documentación necesaria para obtener becas u otras subvenciones.",,https://kolodiumglass.cz/residencies,Residencia,"Visuales, Diseño, Vidrio, Fotografía",2025-06-07 23:02:00,,,No,No,,No,,,No,,,Pago,Diseño,,,,False,,,False
Residencia | WilderHaven Artist Residency (WHAR) 2025 ,Residencia | WilderHaven Artist Residency (WHAR) 2025 ,,https://wilderhaven.org/,China,"June 30, 2025",Yes,WilderHaven Artist Residency,,No,"Dirigido a artistas de todas las disciplinas artísticas, la Residencia no requiere pago para postular, está abierta a participantes internacionales (incluyendo Latinoamérica).",,https://wilderhaven.org/,Residencia,Multidisciplinar,2025-06-07 23:03:00,,,No,No,,No,,,No,,,Pago,Otras,,CNY,,False,,,False
Convocatoria | Sonic Pavilion 2025. Composiciones Sonoras Multicanal,Convocatoria | Sonic Pavilion 2025. Composiciones Sonoras Multicanal,,https://ess.org/news/sonic-pavilion-call-2025,EEUU,"June 13, 2025",Yes,Experimental Sound Studio,,No,"Se busca propuestas de composiciones sonoras multicanal para el sistema de altavoces ubicado en la estructura superior del Jay Pritzker Pavilion, en el corazón del centro de Chicago. Los proyectos propuestos deben destacar el potencial único del sonido multicanal en este contexto altamente público, utilizando los 24 canales disponibles y demostrando una consideración especial por la ubicación y la arquitectura del sistema. Las obras deben tener una duración de entre 10 y 25 minutos. El Festival 2025 contará con la participación de entre 4 y 8 artistas, y cada obra será reproducida varias veces durante el período de instalación. Cada artista o equipo artístico recibirá un honorario de $1,000.",,https://ess.org/news/sonic-pavilion-call-2025,Convocatoria,"Música, Composición, Experimental",2025-06-10 12:50:00,,,No,No,,No,,,No,,,Sin cargo,Música,1000.0,USD,1000.0,True,,,False
"Premio | XXVII Premio Desnivel de Literatura de Montaña, Viajes y Aventuras","Premio | XXVII Premio Desnivel de Literatura de Montaña, Viajes y Aventuras",,https://www.escritores.org/recursos-para-escritores/40034-xxvii-edicion-del-premio-desnivel-de-literatura-de-montana-viajes-y-aventuras,España,"June 15, 2025",Yes,Ediciones Desnivel,,No,"Dirigido a escritores de cualquier nacionalidad con obras narrativas o ensayísticas inéditas en castellano; no requiere pago para participar. Disciplina: literatura (montaña, viajes y aventuras); el premio es de 3.000 euros y publicación. Abierto a escritores de Latinoamérica.",,https://edicionesdesnivel.com/premio-desnivel-de-literatura/,Premio,"Literatura, Narrativa",2025-06-11 13:21:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,3000.0,EUR,3240.0,True,,,False
Premio | XLIII Certamen Literario Francisco de Quevedo,Premio | XLIII Certamen Literario Francisco de Quevedo,,https://www.escritores.org/recursos-para-escritores/40508-xliii-certamen-literario-francisco-de-quevedo,España,"June 15, 2025",Yes,"Orden Literaria ""Fco. de Quevedo”",,No,"Dirigido a escritores mayores de 18 años de cualquier nacionalidad, no requiere pago para participar, la disciplina es poesía, el premio principal es de 900 euros, y está abierto a participantes de Latinoamérica siempre que presenten obras en castellano.",,https://campodemontielinfo.com/xliii-certamen-poetico-internacional-francisco-de-quevedo-villanueva-de-los-infantes-2025/,Premio,"Literatura, Poesía",2025-06-11 13:21:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,900.0,EUR,972.0,True,,,False
Premio | XIII Edición Concurso de relato corto 2025,Premio | XIII Edición Concurso de relato corto 2025,,https://www.escritores.org/recursos-para-escritores/40428-xiii-concurso-de-relato-corto-2025-nuevo-casino-principal-de-pamplona,España,"June 15, 2025",Yes,Nuevo Casino Principal de Pamplona,,No,"Dirigido a cualquier persona mayor de edad, sin restricción geográfica. No requiere pago para participar. Disciplina: relato corto escrito en español; El tema de la obra será ""Mundo cambiante, futuro incierto"". (Tema libre en toda su amplitud); premio de 1.000 euros. Abierto a artistas de Latinoamérica.",,https://www.nuevocasino.es/actividades-y-eventos/concurso-2/,Premio,"Literatura, Relato",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,1000.0,EUR,1080.0,True,1080.0,,True
"Premio | XXXIII Edición del Certamen Literario ""Mujerarte"" 2025","Premio | XXXIII Edición del Certamen Literario ""Mujerarte"" 2025",,https://www.escritores.org/recursos-para-escritores/40367-xxxiii-edicion-del-certamen-literario-mujerarte-2025,España,"June 15, 2025",Yes,Diputación de Córdoba,,No,Dirigido a mujeres mayores de 16 años residentes en España; no requiere pago para participar. Disciplinas: relato breve y poesía. El premio otorga 1.000 euros al primer lugar y 500 euros al segundo en cada categoría; no está abierto a artistas de Latinoamérica.,,https://bop.dipucordoba.es/visor-pdf/21-03-2025/BOP-A-2025-817.pdf,Premio,"Literatura, Relato breve, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,1000.0,EUR,1080.0,True,,,False
Premio | LIII Concurso de Cuentos José Calderón Escalada,Premio | LIII Concurso de Cuentos José Calderón Escalada,,https://www.escritores.org/recursos-para-escritores/40299-liii-concurso-de-cuentos-jose-calderon-escalada,España,"June 15, 2025",Yes,Ayuntamiento de Reinosa,,No,"Dirigido a escritores de cualquier nacionalidad, incluidos artistas de Latinoamérica; no requiere pago para participar. Disciplina: literatura (cuento en español). El premio es de 3.250 euros para la obra ganadora.",,https://www.aytoreinosa.es/convocadas-las-lxi-justas-literarias-liii-concurso-cuentos-jose-calderon-escalada/,Premio,"Literatura, Cuento",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,3250.0,EUR,3510.0000000000005,True,,,False
Premio | XVIII Premio Nacional de Poesía Infantil Charo González,Premio | XVIII Premio Nacional de Poesía Infantil Charo González,,https://www.escritores.org/recursos-para-escritores/40097-premio-nacional-de-poesia-infantil-charo-gonzalez-2025,España,"June 20, 2025",Yes,Fundación Conrado Blanco,,No,"Dirigido a mayores de 18 años de cualquier nacionalidad; no requiere pago para participar. Disciplina: poesía infantil en castellano. Premio único de 2.000 euros, diploma y libros. Abierto a participantes de Latinoamérica.",,https://fundacionconradoblanco.com/premio-nacional-de-poesia-infantil-charo-gonzalez/,Premio,"Litaratura, Poesía Infantil",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,2000.0,EUR,2160.0,True,,,False
Premio | XXXVII Premio nacional de Poesía “Conrado Blanco León”,Premio | XXXVII Premio nacional de Poesía “Conrado Blanco León”,,https://www.escritores.org/recursos-para-escritores/40098-xxxvii-premio-nacional-de-poesia-conrado-blanco-leon,España,"June 20, 2025",Yes,Fundación Conrado Blanco,,No,"Podrán participar los autores que lo deseen independientemente de su nacionalidad, mayores de 18 años y que no hayan sido premiados en anteriores convocatorias. Será libre tanto el tema como la métrica y rima del poema o poemas, debiendo ser en lengua castellana, originales e inéditos y no exceder de un total de 60 versos. La dotación del Premio es de 2000 Euros.",,https://fundacionconradoblanco.com/premio-nacional-de-poesia-conrado-blanco-leon/,Premio,"Literatura, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,0.0,EUR,0.0,False,,,False
Premio | Primer Premio “Laura Rojas” de novela corta,Premio | Primer Premio “Laura Rojas” de novela corta,,https://www.escritores.org/recursos-para-escritores/40325-primer-premio-de-novela-laura-rojas,EEUU,"June 20, 2025",Yes,La Pereza Ediciones,,No,"Dirigido a autores mayores de edad de Hispanoamérica, Estados Unidos y Canadá, con obras inéditas en español. Las novelas deben tener entre 80 y 120 cuartillas (o 20.000 a 45.000 palabras), escritas en Arial o Times New Roman tamaño 12, a doble espacio. El premio consiste en $1,400 USD y la publicación de la obra por La Pereza Ediciones, con la entrega de 20 ejemplares al autor.",,https://www.lapereza.net/single-post/premio-de-novela-laura-rojas,Premio,"Literatura, Novela corta",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,1400.0,USD,1400.0,True,,,False
Premio | III Premio Internacional de Poesía Marpoética,Premio | III Premio Internacional de Poesía Marpoética,,https://www.escritores.org/recursos-para-escritores/40480-premio-internacional-de-poesia-marpoetica-2025,España,"June 20, 2025",Yes,Ayuntamiento de Marbella,,No,"Dirigido a autores de cualquier edad y nacionalidad, sin requerir pago para participar. Disciplina: poesía. La obra a presentar dispondrá de un mínimo de trescientos versos en castellano.Tanto el tema como la métrica son libres. Cada autor podrá presentar un único poemario. El premio es de 26.000 euros y publicación, y está abierto a artistas de Latinoamérica.",,https://www.marbella.es/agenda/cultura-y-ensenanza/marpoetica-premio-poesia.html,Premio,"Literatura, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,26000.0,EUR,28080.000000000004,True,,,False
Premio | XII Concurso de Relatos Breves “Una Historia en el Camino”,Premio | XII Concurso de Relatos Breves “Una Historia en el Camino”,,https://www.escritores.org/recursos-para-escritores/40522-xii-concurso-de-relatos-breves-una-historia-en-el-camino,España,"June 22, 2025",Yes,Asociación Cultural Padre Serapio. Bercianos del Real Camino,,No,"Dirigido a mayores de 16 años de cualquier nacionalidad, sin requerir pago para participar. Disciplina: relato breve en castellano que mencione el Camino de Santiago. El premio es de 150 euros y está abierto a participantes de Latinoamérica.",,http://asocpadreserapiobercianos.blogspot.com/,Premio,"Literatura, Relato breve",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,150.0,EUR,162.0,False,162.0,,False
Convocatoria | Quinta Convocatoria Nacional de Relatos de la Revista Nuevos Narradores,Convocatoria | Quinta Convocatoria Nacional de Relatos de la Revista Nuevos Narradores,,https://www.escritores.org/recursos-para-escritores/40485-quinta-convocatoria-nacional-de-relatos-de-la-revista-nn,Perú,"June 25, 2025",Yes,Maestría de Escritura Creativa de la Universidad Católica del Perú,,No,"Dirigido a autores peruanos o residentes en Perú, mayores de edad e inéditos o con solo un libro publicado; no requiere pago; disciplina: narrativa (relato, crónica, extracto de novela, conjunto de microrrelatos); premio de US$100 por autor seleccionado; no está abierto a artistas de Latinoamérica fuera del Perú.",,https://posgrado.pucp.edu.pe/maestria/maestria-escritura-creativa/revista-nuevos-narradores/,Convocatoria,Literatura,2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,100.0,PEN,27.0,False,100.0,,False
Premio | XLII Premio ESPASA 2025,Premio | XLII Premio ESPASA 2025,,https://www.escritores.org/recursos-para-escritores/40509-xlii-premio-espasa-2025,España,"June 27, 2025",Yes,"Editorial Espasa (jurídicamente Editorial Planeta, S.A.U.)",,No,"Dirigido a escritores de cualquier nacionalidad mayores de edad, con obras originales e inéditas escritas en castellano. La disciplina principal es el ensayo, con temática libre pero orientada a la investigación, el periodismo o la divulgación. El premio es de 30.000 euros y está abierto a artistas de Latinoamérica.",,https://premios.planetadelibros.com/es-ES/candidatura/?id=premio-espasa-2025,Premio,"Literatura, Ensayo, Investigación",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,30000.0,EUR,32400.000000000004,True,,,False
"Premio | V Concurso de cómic ""Universo Goya""","Premio | V Concurso de cómic ""Universo Goya""",,https://www.escritores.org/recursos-para-escritores/40442-v-concurso-de-comic-universo-goya,España,"June 27, 2025",Yes,Museo Goya de Fundación Ibercaja,,No,"Dirigido a jóvenes de 18 a 30 años nacidos o residentes en España. No se requiere pago para participar; la disciplina artística involucrada es el cómic, y los montos estipulados son 2.000 euros para el primer premio y 1.000 euros para el segundo premio, pero la convocatoria no está abierta para artistas de Latinoamérica.",,https://www.fundacionibercaja.es/actividades/concursos-y-certamenes/v-concurso-de-comic-universo-goya/,Premio,"Otras, Comic",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,2000.0,EUR,2160.0,True,,,False
"Premio | XXVII Certamen de Relato Corto ""Tierra de Monegros"" 2025","Premio | XXVII Certamen de Relato Corto ""Tierra de Monegros"" 2025",,https://www.escritores.org/recursos-para-escritores/40362-xxvii-certamen-de-relato-corto-tierra-de-monegros-2025,España,"June 29, 2025",Yes,Comarca de Los Monegros,,No,"Abierto a todas las personas las personas que lo deseen, cualquiera que sea su nacionalidad, que presenten un único relato escrito en español, original, inédito y no premiado. El texto debe tener entre 12.000 y 24.000 caracteres (sin espacios) y el tema es libre. Los premios son 2.000 € para el primer puesto de Relato Corto, 1.000 € para el segundo, y un posible Premio de Relato Monegrino de 1.000 €. Además, los ganadores y un acompañante serán invitados a una estancia y visita guiada por la Comarca.",,https://www.losmonegros.com/-/publicadas-las-bases-del-xxvii-certamen-de-relato-corto-tierra-de-monegros-,Premio,"Literatura, Relato Corto",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,2000.0,EUR,2160.0,True,2160.0,,True
Convocatoria | Premio Internacional Luigi Vanvitelli 2025 (2a Edición),Convocatoria | Premio Internacional Luigi Vanvitelli 2025 (2a Edición),,https://www.escritores.org/recursos-para-escritores/40534-convocatoria-premio-internacional-luigi-vanvitelli-2024-2025-2a-edicion,Italia,"June 30, 2025",Yes,"Premio di Poesia Città di Caserta, fondato da Maria Pia Dell'Omo e Antonio Dentice",,No,"El Premio abre su quinta sección ""Sur"" para poetas de América Latina que escriban en lenguas hispanoamericanas, con el objetivo de dar voz a ""otras"" voces poéticas de la región. La participación es gratuita y los autores pueden enviar hasta dos poemas (publicados o inéditos), cada uno de un máximo de 50 versos. Los tres primeros clasificados verán cuatro de sus poemas traducidos al italiano y publicados en ""Punto – Almanacco Letterario"" y la revista literaria ""Innombrable"".",,https://www.premiointernazionaleluigivanvitelli.it/,Convocatoria,"Literatura, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,,EUR,,False,,,False
"Premio | Concurso de Creación Literaria ""Pallars Sobirà"" Pirineos 2025","Premio | Concurso de Creación Literaria ""Pallars Sobirà"" Pirineos 2025",,https://www.escritores.org/recursos-para-escritores/40057-concurso-de-creacion-literaria-pallars-sobira-pirineos-2025,España,"June 30, 2025",Yes,CCLPSP-2025 /J. L. Meneses,,No,"El concurso busca promover la creación literaria entre jóvenes de 18 a 29 años. Los participantes deben enviar un relato original e inédito, en castellano o catalán, con tema libre y una extensión de 75 a 150 páginas. El ganador, anunciado el 1 de septiembre de 2025, recibirá un diploma, 500 euros y la edición de 10 ejemplares de su obra. No se especifica si esta abierta para autores latinoamericanos.",,https://www.joseluismeneses.com/concurso-ccl-ps,Premio,"Literatura, Novela Corta",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,500.0,EUR,540.0,True,540.0,,True
Premio | XVIII Certamen Internacional de Teatro Mínimo AnimaT.sur,Premio | XVIII Certamen Internacional de Teatro Mínimo AnimaT.sur,,https://www.escritores.org/recursos-para-escritores/40507-xviii-certamen-internacional-de-teatro-minimo-animat-sur,España,"June 30, 2025",Yes,AnimaT.sur,,No,"Dirigido a dramaturgos de cualquier nacionalidad buscando estimular la creación y lectura de textos teatrales originales e inéditos, escritos en castellano y de tema libre. Se valorará la calidad literaria y viabilidad escénica de las obras, las cuales deben tener entre 14 y 15 folios, excluyendo monólogos, fragmentos o guiones cinematográficos. Solo se acepta una obra por autor. El primer premio consiste en 1.000 euros en metálico y la publicación conjunta de la obra con el accésit en un volumen de 150 ejemplares (25 para cada autor), presentándose en una biblioteca de Leganés. La asociación se reserva el derecho de estrenar la obra ganadora durante un año. La entrega del premio será en una Gala en Leganés en noviembre, siendo obligatoria la presencia del ganador o un representante.",,https://www.teatroestableleganes.com/,Premio,"Escénicas, Literatura, Dramaturgía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,1000.0,EUR,1080.0,True,,,False
Beca | Becas Antonio Pereira,Beca | Becas Antonio Pereira,,https://www.escritores.org/recursos-para-escritores/40193-becas-de-la-fundacion-antonio-pereira,España,"June 30, 2025",Yes,Fundación Antonio Pereira,,No,".Dirigidas a poetas, escritores, investigadores y estudiosos de cualquier nacionalidad. El objetivo es fomentar la iniciativa creadora en el ámbito poético y literario, con propuestas que deben presentarse en lengua castellana o gallega. La beca otorga un fondo total de 50.000 €, con una cuantía mínima de 10.000 € por propuesta, distribuida según la calidad de los proyectos. Los interesados deben enviar su solicitud con sus datos identificativos y un memorando del trabajo a realizar.",,https://www.unileon.es/noticias/universidad-y-fundacion-antonio-pereira-crean-unas-becas-para-impulsar-el-talento,Beca,"Literatura, Poesía, Investigación",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,50000.0,EUR,54000.0,True,54000.0,,True
"Premio | 18ª edición del premio ""Tristana"" de novela fantástica","Premio | 18ª edición del premio ""Tristana"" de novela fantástica",,https://www.escritores.org/recursos-para-escritores/40320-18-edicion-del-premio-tristana-de-novela-fantastica,España,"June 30, 2025",Yes,Ayuntamiento de Santander,,No,Dirigido a escritores de cualquier nacionalidad que presenten novelas fantásticas originales e inéditas en español; no requiere pago para participar. Disciplina: literatura (novela fantástica). El premio es de 8.000 euros y está abierto a autores de Latinoamérica.,,https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=417407,Premio,"Literatura, Novela Fantástica",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,8000.0,EUR,8640.0,True,,,False
"Premio | 15ª. edición del Premio ""Ricardo López Aranda"" de textos teatrales para autores jóvenes","Premio | 15ª. edición del Premio ""Ricardo López Aranda"" de textos teatrales para autores jóvenes",,https://www.escritores.org/recursos-para-escritores/40322-15-edicion-del-premio-ricardo-lopez-aranda-de-textos-teatrales-para-autores-jovenes,España,"June 30, 2025",Yes,Ayuntamiento de Santander,,No,Dirigido a escritores de lengua española menores de 35 años; no requiere pago para participar. Disciplina: textos teatrales. El premio es de 4.000 euros y está abierto a autores de Latinoamérica.,,http://www.injuve.es/convocatorias/premios/15a-premio-ricardo-lopez-aranda-de-textos-teatrales-para-autores-jovenes,Premio,"Escénicas, Literatura, Dramaturgía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,4000.0,EUR,4320.0,True,,,False
Premio | XXVII Certamen de poesía Rosalía de Castro,Premio | XXVII Certamen de poesía Rosalía de Castro,,https://www.escritores.org/recursos-para-escritores/40482-xxvii-certamen-de-poesia-rosalia-de-castro,España,"June 30, 2025",Yes,Casa de Galicia en Córdoba,,No,"Dirigido a poetas de cualquier nacionalidad que no hayan ganado antes el certamen, sin requerir pago. Disciplina: poesía en castellano. Premio de 3.000 euros y 150 ejemplares; abierto a participantes de Latinoamérica.",,http://casagaliciacordoba.com/,Premio,"Literatura, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,3000.0,EUR,3240.0,True,,,False
Premio | XXIII Premio de Relato Corto ‘Calicanto’,Premio | XXIII Premio de Relato Corto ‘Calicanto’,,https://www.escritores.org/recursos-para-escritores/40429-xxiii-premio-de-relato-corto-calicanto,España,"June 30, 2025",Yes,Ayuntamiento de Manzanares,,No,"Dirigido a personas mayores de 18 años españolas o residentes en España, no requiere pago para participar, involucra la disciplina de relato corto (literatura), el ganador recibe 600 euros y publicación, y la oportunidad no está abierta a artistas de Latinoamérica salvo que residan en España.",,https://manzanares.es/actualidad/noticias/ayuntamiento-manzanares-convoca-sus-certamenes-literarios-poesia-y-relato-corto,Premio,"Literatura, Relato Corto",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,600.0,EUR,648.0,True,,,False
Premio | XXIV Premio de Poesía ‘Ciega de Manzanares’ ,Premio | XXIV Premio de Poesía ‘Ciega de Manzanares’ ,,https://www.escritores.org/recursos-para-escritores/40430-xxiv-premio-de-poesia-ciega-de-manzanares,España,"June 30, 2025",Yes,Ayuntamiento de Manzanares,,No,"Dirigido a mayores de 18 años no galardonados en ediciones previas, busca reconocer obras poéticas originales, inéditas y escritas en castellano. La convocatoria, sin límite de edad máxima ni procedencia geográfica, destaca la importancia de una ""obra total"", un poemario coherente en estructura y temática, no una simple recopilación. Las obras deben tener entre 500 y 1.000 versos, presentadas en doble formato (impreso y digital) con especificaciones de maquetación. El premio consiste en 3.000 euros, la publicación de la obra por Huerga y Fierro Editores y 100 ejemplares para el autor.",,https://manzanares.es/actualidad/noticias/ayuntamiento-manzanares-convoca-sus-certamenes-literarios-poesia-y-relato-corto,Premio,"Literatura, Poesía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,3000.0,EUR,3240.0,True,,,False
Convocatoria | Cimientos Play Development Program,Convocatoria | Cimientos Play Development Program,,https://www.escritores.org/recursos-para-escritores/40565-cimientos-2026-convocatoria-para-obras-teatrales,EEUU,"June 30, 2025",Yes," IATI Theater, N.Y.",,No,"Dirigida a dramaturgos de cualquier parte del mundo que escriban en inglés o español, con el objetivo de desarrollar obras teatrales originales y aún no producidas profesionalmente. Los requisitos generales importantes incluyen que la obra sea inédita, de autoría única, tenga una duración de entre 45 y 90 minutos, y preferiblemente requiera cinco actores o menos.",,https://www.iatitheater.org/cimientos-submission-details,Convocatoria,"Escénicas, Dramaturgía",2025-06-11 13:22:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,USD,,False,,,False
Premio | 3er Premio Hispanoamericano de Poesía “Juegos florales” Gabriela Mistral de Vicuña,Premio | 3er Premio Hispanoamericano de Poesía “Juegos florales” Gabriela Mistral de Vicuña,,https://www.escritores.org/recursos-para-escritores/40439-poesia-5g-un-paseo-por-la-nube,Chile,"August 31, 2025",Yes,Corporación Cultural de Vicuña - Municipalidad de Vicuña,,No,"Podrán participar todas las personas, de cualquier nacionalidad, que residan en Hispanoamérica o España, siempre y cuando sus obras estén escritas en lengua castellana. El tema es libre, pero las obras deben ser originales, inéditas, no premiadas, y con una extensión entre 500 y 700 versos. El ganador recibirá USD $2000, la publicación de su obra, y 100 copias de su libro.",,https://www.instagram.com/vicunacultura/,Premio,"Literatura, Poesía",2025-06-11 13:23:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,100.0,COP,0.026,False,,,False
Premio | IX Premio Internacional del Poesía Margarita Hierro,Premio | IX Premio Internacional del Poesía Margarita Hierro,,https://www.escritores.org/recursos-para-escritores/40445-ix-premio-internacional-de-poesia-margarita-hierro-fundacion-centro-de-poesia-jose-hierro,España,"June 30, 2025",Yes,Fundación Centro de Poesía José Hierro,,No,"Dirigido a poetas mayores de edad de cualquier nacionalidad, incluyendo latinoamericanos, a participar con un poemario inédito escrito en castellano. Se buscan obras con una extensión de entre 500 y 1.000 versos, o entre 4.000 y 13.000 palabras si son poemas en prosa. El Premio está dotado con 6000 euros en concepto de anticipo de derechos de autor, y ofrece al poeta premiado/a la publicación de su obra en una cuidada edición.",,https://www.cpoesiajosehierro.org/web/index.php/cuanto-hacemos-aqui/premio-margarita-hierro,Premio,"Literatura, Poesía",2025-06-11 13:23:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,0.0,EUR,0.0,False,,,False
