Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Residencia | 2026 Sound Art + Experimental Music Artists-In-Residence,Residencia | 2026 Sound Art + Experimental Music Artists-In-Residence,,https://www.artconnect.com/opportunity/APXvaArL0xfziXazTRO7p,EEUU,"April 14, 2025",Yes,Bemis Center for Contemporary Arts,,No,"La convocatoria invita a dos artistas que trabajen con sonido, composición, voz y herramientas experimentales, tanto nacionales como internacionales, a participar en un programa de residencia. Durante su estancia, recibirán apoyo económico, técnico y administrativo, además de espacios para ensayar, grabar e interpretar sus obras. Los artistas pueden elegir entre tres periodos de residencia en 2026. Los artistas internacionales podrán recibir el reembolso de gastos calificados. Requiere pago de inscripción de U$D40.-",,https://bemis.slideroom.com/#/login/program/82605,Residencia,"Música, Arte Sonoro, Nuevos Medios, Experimental",2025-04-08 09:04:00,,,No,No,,No,,https://www.bemiscenter.org/residency/sound-art-experimental-music,No,,,Pago,Música,,USD,,False,,,False
Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia,Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia,,https://www.artconnect.com/opportunity/60EuSXNIWFRPqLQznoDK9,Canadá,"April 14, 2025",Yes,"Centro Mark S. Bonham para Estudios sobre la Diversidad Sexual, Universidad de Totonto",,No,"La Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia está dirigida a artistas interesados en explorar temáticas queer y trans. Requiere pago. Disciplinas: artes visuales, performance y multimedia. Abierto a artistas internacionales, incluidos latinoamericanos.",,https://www.artconnect.com/opportunity/60EuSXNIWFRPqLQznoDK9,Residencia,"Multidisciplinar, Fotografía, Escultura, Visuales, Artes mediáticas, Teatro, Poesía, Performance, Arte Sonoro",2025-04-08 09:04:00,Fuera del Universo,,No,No,,No,,https://sds.utoronto.ca/the-artist-in-residence/,No,,,Sin cargo,Escénicas,,CAD,,False,,,False
Residencia | Programa Artistas en Residencia de Invierno 2026,Residencia | Programa Artistas en Residencia de Invierno 2026,,https://www.artconnect.com/opportunity/I0AUQJERsEBRh8BInF6cu,EEUU,"April 14, 2025",Yes, McColl Center,,No,"Dirigido a artistas visuales, escritores y cineastas mayores de 18 años. Requiere pago. Los artistas pueden trabajar en dibujo, pintura, escultura, fotografía, cine, video, nuevos medios, palabra escrita o hablada o prácticas interdisciplinarias. Abierto a artistas de todo el mundo, incluyendo América Latina. ",,https://mccollcenter.org/programs/residency,Residencia,"Visuales, Literatura, Diseño, ",2025-04-08 09:04:00,,,No,No,,No,,https://mccollcenter.org/programs/residency,No,,,Pago,Diseño,,USD,,False,,,False
2025-2026 Sculpture On Loan Program,Convocatoria | Programa de Préstamo de Esculturas 2025-2026,,https://www.artconnect.com/opportunity/lWaiPN4YtdwF17jZ1lu8G,EEUU,"April 14, 2025",Yes,Ciudad de Westminster,,No,"Dirigido a escultores de cualquier nivel. No requiere pago. Disciplina: escultura. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.",,https://artist.callforentry.org/festivals_unique_info.php?ID=15070,Convocatoria,"Visuales, Escultura",2025-04-08 09:04:00,Falopa,,No,No,,No,,https://www.westminsterco.gov/,No,,,Sin cargo,Visuales,,USD,,False,,,False
Convocatoria | Exposición Online The Assembled Image,Convocatoria | Exposición Online The Assembled Image,,https://www.artconnect.com/opportunity/FvjUd4o_FMWMBQg2M-OcK,EEUU,"April 15, 2025",Yes,The Chateau Gallery,,No,"Dirigido a artistas visuales interesados en la creación a partir de imágenes ensambladas (collage, fotomontaje, medios mixtos, etc.). Requiere pago para participar. Disciplinas: artes visuales y digitales. Está abierto a artistas de todo el mundo, incluyendo Latinoamérica.",,https://chateaugallery.com/call-for-entries/the-assembled-image,Convocatoria,"Visuales, Fotografía",2025-04-08 09:05:00,Falopa,,No,No,,No,,https://chateaugallery.com/contact,No,,,Pago,Visuales,,USD,,False,,,False
Residencia | Brashnar Artist-In-Residence,Residencia | Brashnar Artist-In-Residence,,https://www.artconnect.com/opportunity/EJrqm6VmcLzHG21SSiAEX,Macedonia,"April 15, 2025",Yes,Brashnar Creative Project,,No,"Dirigido a artistas visuales, literarios, musicales y performativos de todo el mundo. La residencia tiene un costo mensual. Pueden postularse candidatos en los siguientes campos: dibujo, pintura, grabado, técnicas mixtas, nuevos medios, fotografía digital, escultura/instalación, land art, encuadernación, artesanía y diseño, arte textil, performance/videoarte, artes interdisciplinarias, literatura, prácticas socialmente comprometidas e investigación cultural.",,https://www.brashnarcreativeproject.org/bair,Residencia," Visuales, Nuevos Medios, Literatura, Investigación",2025-04-08 09:05:00,,,No,No,,No,,https://www.brashnarcreativeproject.org/apply,No,,,Pago,Visuales,,,,False,,,False
"Premio | Advancement Awards For Art, Science & Ecology 2025/26","Premio | Advancement Awards For Art, Science & Ecology 2025/26",,https://www.artconnect.com/opportunity/ntyGK_uPLNbEhKUQX29aR,Alemania,"April 15, 2025",Yes,Fundación Arthur Boskamp,,No,"Dirigido a artistas que trabajan en la intersección del arte, la ciencia y la ecología. Disciplinas: Artes visuales y proyectos interdisciplinarios. Los solicitantes deben haber nacido o residir en el norte de Alemania (Schleswig-Holstein, Hamburgo, Mecklemburgo-Pomerania Occidental, Bremen o Niedersachsen), o haber obtenido su título universitario en esta región, o haber establecido una conexión con esta región en su trabajo artístico anterior.",,https://www.m1-hohenlockstedt.de/en/foerderpreise/forderpreise-202526/,Premio,"Visuales, Ciencia, Ecología",2025-04-08 09:06:00,Fuera del Universo,,No,No,,No,,https://www.m1-hohenlockstedt.de/en/foerderpreise/forderpreise-202526/,No,,,Sin cargo,Visuales,,EUR,,False,,,False
Premio | 2025 Art Prize: Magic And Ritual,Premio | 2025 Art Prize: Magic And Ritual,,https://www.artconnect.com/opportunity/2KH6C3_LYpnBQgWNZaxr0,Alemania,"April 15, 2025",Yes,Bernd & Gisela Rosenheim-Foundation,,No,Dirigido a artistas residentes en Europa. Temática del concurso es Magia y Ritual. Disciplina: Pintura. El premio en metálico es de 5.000 euros. Del 29 de noviembre de 2025 al 8 de enero de 2026 se realizará una exposición para los artistas premiados y preseleccionados en la galería de la Casa de Historia de la Ciudad de Offenbach am Main.,,https://www.rosenheim-kunstpreis.de/?utm_campaign=oldsite,Premio,"Visuales, Pintura",2025-04-08 09:06:00,,,No,No,,No,,https://www.rosenheim-kunstpreis.de/?mtm_campaign=mailing,No,,,Sin cargo,Visuales,5000.0,EUR,5400.0,True,,,False
Fondos | Prodanza  ,Fondos | Prodanza ,Destacar,https://buenosaires.gob.ar/cultura/impulso-cultural/como-participo,Argentina,"April 30, 2025",Yes,Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires,,No,"Dirigida a compañías o grupos con trayectoria, elencos o coreógrafos con proyectos puntuales, salas teatrales no oficiales y asociaciones culturales de la Ciudad Autónoma de Buenos Aires. Las líneas incluyen: Grupos estables, hasta $6.200.000 para estrenos y $2.500.000 para reposiciones o primeros proyectos; Proyectos puntuales, hasta $3.500.000 para estrenos y $2.500.000 para reposiciones o primeras producciones; Salas no oficiales y espacios no convencionales, para gastos de programación, infraestructura y equipamiento, sin tope presupuestario; Asociaciones y entidades culturales: para iniciativas vinculadas a la investigación, formación, trabajo en red, circulación, entre otros, también sin tope presupuestario.",,https://buenosaires.gob.ar/cultura/impulso-cultural/como-participo,Fondos,"Escénicas, Danza",2025-04-08 21:43:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,6200000.0,ARS,6820.0,True,,,False
Fondos | Proteatro,Fondos | Proteatro,Destacar,https://buenosaires.gob.ar/proteatro/como-participo,Argentina,"April 16, 2025",Yes,Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires,,No,"Podrán postularse salas teatrales no oficiales para proyectos de mejora, equipamiento o adecuación técnica; grupos eventuales que deseen producir obras con estreno entre enero y junio de 2025, ya sea de forma presencial o virtual; y proyectos especiales de interés para la comunidad teatral, con inicio de actividades en el mismo período y una duración de hasta un año. Los requisitos generales para participar son ser mayor de edad y tener domicilio en CABA, ya sea como persona física o jurídica. Para la línea de Grupos de Teatro Estables, se requiere contar con el Registro definitivo de Proteatro. ",,https://buenosaires.gob.ar/proteatro/como-participo,Fondos,"Escénicas, Teatro",2025-04-08 22:03:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,ARS,,False,,,False
Premio |  XLIX Certamen Literario Ciudad de Martos ,Premio |  XLIX Certamen Literario Ciudad de Martos ,,https://martos.es/convocatoria-de-martos-cultural-2025/,España,"May 27, 2025",Yes,Ayuntamiento de Martos,,No,"Podrán participar en el certamen todas las personas físicas, mayores de edad, que lo deseen, siempre que sus obras se presenten escritas en castellano. La modalidad obligatoria será un relato, original, inédito y que no haya sido premiado ni publicado (íntegra o parcialmente) en ningún otro certamen ni en formato digital. Los autores elegirán libremente el tema y su correspondiente tratamiento formal. Premio 3000 Euros.",,https://martos.es/convocatoria-de-martos-cultural-2025/,Premio,Literatura,2025-04-11 18:03:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,0.0,EUR,0.0,False,,,False
Premio | XLVI Certamen de Poesía Manuel Garrido Chamorro,Premio | XLVI Certamen de Poesía Manuel Garrido Chamorro,,https://martos.es/convocatoria-de-martos-cultural-2025/,España,"May 27, 2025",Yes,Ayuntamiento de Martos,,No,"Dirigido a a los escritores y escritoras de poesía, mayores de edad, siempre que sus obras se presenten escritas en castellano.  La modalidad obligatoria será un trabajo, original, inédito y que no haya sido premiado ni publicado (íntegra o parcialmente) en ningún otro certamen ni en formato digital. Los autores elegirán libremente el tema y su correspondiente tratamiento formal. La extensión del trabajo no podrá ser inferior a 150 versos ni superior a 200. Premio: 1.000 euros",,https://martos.es/convocatoria-de-martos-cultural-2025/,Premio,"Literatura, Poesía",2025-04-11 18:17:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,1000.0,EUR,1080.0,True,,,False
Residencia | Residències B-Murals 2026,Residencia | Residències B-Murals 2026,,https://www.arteinformado.com/agenda/f/residncies-b-murals-2026-236896,España,"September 30, 2025",Yes,B-Murals Centre d'Art Urbà,,No,"Dirigida principalmente a artistas visuales y plásticos,
pero también artistas multidisciplinares que puedan aplicar su trabajo al espacio público: arte urbano, artes visuales, investigación artística y proyectos interdisciplinarios. El artista seleccionado deberá abonar un cuota mensual. Las residencias se proponen en bloques indivisibles de 3 meses.",,https://www.bmurals.com/convocatorias,Residencia,"Visuales, Arte Urbano, Investigación, Interdisciplanario",2025-04-12 23:25:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False,,,False
Convocatoria | SANFIC 21 Santiago International Film Festival,Convocatoria | SANFIC 21 Santiago International Film Festival,,https://festhome.com/festival/624,Chile,"May 26, 2025",Yes,"Storyboard Media, Ministerio de las Culturas, las Artes y Fundación Corpartes",,No,"Inscripciones abiertas para largometrajes de ficción y documentales, nacionales e internacionales, y  para cortometrajes únicamente chilenos. Todas las producciones deben haber sido terminadas después del 1 de Febrero de 2024. La inscripción no tiene costo para las producciones nacionales. Para las producciones internacionales la inscripción tendrá un costo de USD 30.",,http://www.sanfic.com,Convocatoria,"Cine, Largometrajes, Ficción, Documental, Cortometrajes",2025-04-12 23:32:00,,,No,No,,No,,,No,,,Sin cargo,Cine,30.0,CLP,0.033,False,,0.0,False
Residencia | Beca de Residencia Fondazione Pistoletto,Residencia | Beca de Residencia Fondazione Pistoletto,,https://hipermedula.org/2025/04/beca-de-residencia-fondazione-pistoletto-bienalsur/,Argentina,"May 11, 2025",Yes,UNIDEE y BIENALSUR,,No,"Dirigido a artistas argentinos emergentes menores de 35 años interesados en arte y transformación social. No requiere pago para postular. Disciplinas: arte socialmente comprometido, práctica social, curaduría y organización comunitaria. No está abierto a artistas de otros países de Latinoamérica.",,https://bienalsur.org/es/today/165,Residencia,Multidisciplinar,2025-04-12 23:32:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,ARS,,False,,,False
Beca | Becas de la Processing Foundation,Beca | Becas de la Processing Foundation,,https://hipermedula.org/2025/04/becas-de-la-processing-foundation/,EEUU,"May 2, 2025",Yes,Processing Foundation,,No,"Dirigido a personas y colectivos que trabajan con codificación creativa, ficción interactiva, medios basados en el tiempo y presentaciones en vivo a proponer proyectos artísticos o técnicos que exploren enfoques innovadores para contar historias a través de datos. Tema: Data Storytelling. Se ofrecen dos becas de Processing Foundation completamente remotas y una beca de Extended Realities en persona en Los Ángeles, California. Los becarios recibirán apoyo a través de un estipendio de $10,000, tutoría, talleres, programas públicos y oportunidades de participación comunitaria.",,https://processingfoundation.org/fellowships,Beca,"Multidisciplinar, Tecnología, Data Storytelling, Nuevos medios, Realidad aumentada, ",2025-04-12 23:32:00,,,No,No,,No,,,No,,,Sin cargo,Otras,10000.0,USD,10000.0,True,10000.0,2500.0,True
Residencia | Premio de Residencia de Fundación Casa Wabix ArtReview 2025-26,Residencia | Premio de Residencia de Fundación Casa Wabix ArtReview 2025-26,,https://hipermedula.org/2025/04/convocatoria-abierta-residencia-fundacion-casa-wabi/,México,"May 2, 2025",Yes,Fundación Casa Wabi y ArtReview,,No,"Convocatoria abierta a artistas de todas las nacionalidades, edades y disciplinas, permitiendo también postulaciones en colaboración. La residencia se llevará a cabo en 2026. Cada residente debe realizar un proyecto comunitario. Se otorgará a los seleccionados vuelo local: Ciudad de México - Puerto Escondido. alojamiento, y apoyo logístico y operativo para la realización del proyecto comunitario aprobado.",,https://casawabi.org/events/fundacion-casa-wabi-x-artreview-open-call-residency-prize-2025-26/,Residencia,Multidisciplinar,2025-04-12 23:32:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,MXN,,False,,,False
Premio | Premio Fundación Fortabat 2025,Premio | Premio Fundación Fortabat 2025,Destacar,https://www.recursosculturales.com/premio-fundacion-fortabat/,Argentina,"May 31, 2025",Yes,Fundación Amalia Lacroze de Fortabat,,No,"Dirigido a artistas visuales mayores de 18 años con al menos dos años de residencia en Argentina. Dos categorías: Artistas mayores de 35 años, y Artistas jóvenes de 18 a 34 años. Considerada al 1 de enero de 2025. Se aceptarán obras de todas las disciplinas de las artes visuales contemporáneas. La fecha de realización de la obra no podrá ser anterior a 2023.",,https://coleccionamalita.org.ar/agenda/premio-fundacion-amalia-lacroze-de-fortabat-2025-04-08,Premio,Visuales,2025-04-12 23:33:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,ARS,,False,4000000.0,1000000.0,True
Convocatoria | Festival Internacional de Cine Fantástico de Castilla y León Terroríficamente Cortos,Convocatoria | Festival Internacional de Cine Fantástico de Castilla y León Terroríficamente Cortos,,https://www.recursosculturales.com/festival-terrorificamente-cortos/,España,"September 14, 2025",Yes,Terroríficamente Cortos Festival Internacional de Cine Fantástico de Castilla y León,,No,"Dirigido a creadores de cualquier nacionalidad, profesionales o amateurs, que presenten cortometrajes de terror, fantástico, thriller o suspense. Requiere pago de inscripción a través de plataformas como Festhome o FilmFreeway. La convocatoria está abierta a artistas de Latinoamérica.",,https://terrorificamentecortos.com,Convocatoria,"Cine, Cortometraje, Terror",2025-04-12 23:33:00,,,No,No,,No,,,No,,,Pago,Cine,,EUR,,False,,,False
Convocatoria | Ideatoon 2025,Convocatoria | Ideatoon 2025,,https://www.recursosculturales.com/ideatoon-convocatoria-artistas-audiovisuales/,México,"June 23, 2025",Yes,Pixelatl,,No,"Dirigida a creadores, equipos o estudios de animación de cualquier país de Latinoamérica. Requiere pago de inscripción por proyecto. Disciplinas: series y largometrajes animados para TV o plataformas digitales. Ideatoon es una estrategia para que proyectos de series y películas animadas de Latinoamérica reciban mentoría internacional y se reúnan con ejecutivos de las principales networks para construir vínculos de colaboración y favorecer su producción.",,https://www.convocatoriaspixelatl.com,Convocatoria,"Cine, Animación",2025-04-12 23:33:00,,,No,No,,No,,,No,,,Pago,Cine,,MXN,,False,,,False
Convocatoria | Foro de Coproducción de Documentales Lau Haizetara de San Sebastián 2025,Convocatoria | Foro de Coproducción de Documentales Lau Haizetara de San Sebastián 2025,,https://www.recursosculturales.com/foro-lau-haizetara-documentales/,España,"June 27, 2025",Yes,EPE-IBAIA  Foro Lau Haizetara de San Sebastián ,,No,"Dirigido a productores y profesionales del sector audiovisual con proyectos documentales. La inscripción es gratuita, pero los proyectos seleccionados abonarán la cantidad de 250 euros (+IVA) ó 150 euros (+IVA) en caso de pertenecer a la asociación EPE-IBAIA, para participar en el foro. Disciplina: documental audiovisual. Abierto a participantes internacionales, incluyendo artistas de Latinoamérica.",,https://www.epe-ibaia.eus/foro-lauhaizetara/inicio/,Convocatoria,"Cine, Documental",2025-04-12 23:34:00,,,No,No,,No,,,No,,,Pago,Cine,250.0,EUR,270.0,False,5400.0,,True
Convocatoria |  X edición Festival La Escritura de las Diferencias 2025-2026,Convocatoria |  X edición Festival La Escritura de las Diferencias 2025-2026,,https://www.recursosculturales.com/festival-la-escritura-de-las-diferencias/,Múltiples Países,"May 5, 2025",Yes,Red Internacional de Mujeres del Ámbito Teatral,,No,"Dirigido a dramaturgas profesionales de Argentina, Brasil, Centroamérica, Chile, Cuba, Ecuador, España, Italia, Perú, República Dominicana y Uruguay. No requiere pago para participar. Disciplina: teatro (dramaturgia). Abierto a artistas de Latinoamérica.",,https://www.laescrituradeladiferencia.org,Convocatoria,"Escénicas, Dramaturgía",2025-04-12 23:34:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,USD,,False,,,False
Premio | Certamen Internacional de Guitarra de Barcelona Miquel Llobet - Interpretación,Premio | Certamen Internacional de Guitarra de Barcelona Miquel Llobet - Interpretación,,https://www.recursosculturales.com/certamen-llobet-interpretacion/,España,"October 19, 2025",Yes,Iberamerik Concert Associació,,No,Dirigido a guitarristas de cualquier nacionalidad. Requiere pago de inscripción (60 euros). Disciplina: interpretación de guitarra clásica. Abierto a participantes de Latinoamérica.,,https://mllobet.com/en/certamenllobet/i2025/,Premio,"Música, Guitarra, Clásica",2025-04-12 23:34:00,,,No,No,,No,,,No,,,Pago,Música,60.0,EUR,64.80000000000001,False,,,False
Premio | Seoul Design Award 2025,Premio | Seoul Design Award 2025,Destacar,https://www.recursosculturales.com/seoul-design-award-abre-convocatoria-2025/,Corea del Sur,"June 30, 2025",Yes,Seoul Design Award,,No,"Dirigido a diseñadores individuales, colectivos y empresas de todo el mundo, incluyendo Latinoamérica; no requiere pago para participar. Disciplinas: diseño de producto, visual, digital/multimedia, espacial, sistemas, servicios y social, enfocados en soluciones sostenibles para la vida cotidiana.",,http://seouldesignaward.or.kr,Premio,Diseño,2025-04-12 23:35:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,,,False,,,False
Convocatoria | Fotofestival Lenzburg 2026: Forever Happy,Convocatoria | Fotofestival Lenzburg 2026: Forever Happy,,https://www.recursosculturales.com/fotofestival-lenzburg/,Suiza,"May 20, 2025",Yes,Fotofestival Lenzburg ,,No,"Dirigido a fotógrafos y artistas visuales de todo el mundo, incluyendo latinoamericanos, mayores de 18 años. Requiere pago para participar: Categoría Proyectos: 23 EUR por proyecto; Imágenes individuales: 15 EUR por envío. Disciplina: fotografía. Tema Siempre Feliz.",,https://www.fotofestivallenzburg.ch/en/open-call-2025/,Convocatoria,"Visuales, Fotografía",2025-04-12 23:38:00,,,No,No,,No,,,No,,,Pago,Visuales,23.0,EUR,24.840000000000003,False,,,False
"Convocatoria | Festival Eufémia: Género, Memoria y Resistencia en Escena","Convocatoria | Festival Eufémia: Género, Memoria y Resistencia en Escena",,https://www.recursosculturales.com/festival-eufemia/,Portugal,"May 5, 2025",Yes,Grupo Eufémias,,No,"Se convoca a artistas profesionales mayores de 18 años para participar en un festival que se llevará a cabo del 29 de octubre al 9 de noviembre de 2025. Se buscan propuestas de trabajos unipersonales de entre 40 y 90 minutos que no hayan sido presentados en Portugal en los últimos cinco años. La convocatoria está abierta a artistas residentes o nacidos en Bolivia, Colombia, Chile, Costa Rica, Cuba, Ecuador, Honduras, El Salvador, España, Guatemala, México, Panamá, Paraguay, Perú, Uruguay. ",,https://www.eufemias.pt/convocatoria-aberta-iberescena,Convocatoria,"Escénicas, Unipersonales",2025-04-12 23:38:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,EUR,,False,,108.0,False
Convocatoria | Festival de Microteatro El Enguerino ,Convocatoria | Festival de Microteatro El Enguerino ,,https://www.recursosculturales.com/festival-de-microteatro-el-enguerino-2/,España,"May 31, 2025",Yes,Festival de Microteatro El Enguerino - Ayuntamiento de Enguera,,No,"Dirigido a compañías, grupos y personas del ámbito teatral de todo
el territorio español. Disciplina: artes escénicas (microteatro).  Las piezas no deberán superar los 20 minutos. Los espectáculos deben haber sido concebidos como formato breve y un máximo de 3 personajes. Se aceptan monólogos.",,https://www.enguera.es/es/noticia/bases-microteatro-enguerino-2023-iii-edicion,Convocatoria,"Escénicas, Microteatro",2025-04-12 23:38:00,Fuera del Universo,,No,No,,No,,,No,,,Sin cargo,Escénicas,,EUR,,False,,,False
Convocatoria | Festival Internacional de Cine de Ponferrada 2025,Convocatoria | Festival Internacional de Cine de Ponferrada 2025,,https://www.recursosculturales.com/festival-internacional-de-cine-de-ponferrada/,España,"May 31, 2025",Yes,Festival Internacional de Cine de Ponferrada,,No,"Dirigido a creadores de cortometrajes de cualquier país, incluyendo estudiantes de escuelas cinematográficas. No requiere pago para participar. Disciplinas: cortometraje de ficción, documental, animación o experimental. Abierto a artistas de Latinoamérica.",,https://ponferradafilmfestival.com,Convocatoria,"Cine, Cortometrajes",2025-04-12 23:38:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False,1080.0,,True
"Convocatoria | MATCH: Programa de aprendizaje, residencias y exposiciones para artistas del Mediterráneo","Convocatoria | MATCH: Programa de aprendizaje, residencias y exposiciones para artistas del Mediterráneo",,https://on-the-move.org/news/match-learning-residencies-and-exhibition-programme-mediterranean-based-artists-cyprus-greece,Múltiples Países,"May 18, 2025",Yes,MATCH (Mediterranean as the Climate Hotspot) ,,No,"Convocatoria dirigida exclusivamente a artistas residentes en Croacia, Chipre, Francia, Grecia, Italia, Malta, Portugal, Eslovenia, España o Túnez. Disciplinas: Artistas visuales y de performance en vivo. MATCH es un proyecto artístico transnacional que conecta a artistas con jardines comunitarios como respuesta a la crisis climática en cinco ciudades mediterráneas: Atenas, Nicosia, Marsella, Barcelona e Izmir.",,https://matchproject.eu/open-call/,Convocatoria,"Visuales, Performance, Instalación, Interdisciplinario",2025-04-12 23:43:00,Fuera del Universo,,No,No,,No,,,No,,,Sin cargo,Escénicas,,USD,,False,,,False
Residencia | Earthrise 25 Residency for Young Designers,Residencia | Earthrise 25 Residency for Young Designers,,https://on-the-move.org/news/circolo-del-design-earthrise-25-residency-young-designers-italy,Italia,"May 5, 2025",Yes,Circolo Del Design,,No,"Dirigida a diseñadores menores de 35 años con ideas innovadoras y socialmente relevante. Disciplina: diseño (puede incluir objetos, instalaciones, productos editoriales u otras expresiones creativas). Abierta a diseñadores de cualquier nacionalidad, incluyendo artistas de Latinoamérica. Earthrise 25 convoca a diseñadores a investigar la relación entre diseño y democracia.",,https://circolodeldesign.it/progetto/earthrise-design-for-a-living-planet/earthrise-25-residenza/,Residencia,"Diseño, Visuales",2025-04-12 23:43:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,EUR,,False,,,False
Convocatoria | Exhibición Online Serenity,Convocatoria | Exhibición Online Serenity,,https://art-fluent.com/calls-for-art/serenity-prospectus/,EEUU,"June 27, 2025",Yes,Art Fluent,,No,"Dirigida a artistas de todo el mundo, tanto aficionados como profesionales, para presentar obras de arte que encarnen el tema de ""Serenidad"" para una exposición en línea. Los artistas pueden presentar hasta 20 obras, con una tarifa de 25 dólares por la primera obra y 10 dólares por cada obra adicional. ",,https://art-fluent.com/calls-for-art/serenity-prospectus/,Convocatoria,Visuales,2025-04-12 23:49:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,25.0,USD,25.0,False,600.0,10.0,True
Convocatoria | The Evolution Grant 2025,Convocatoria | The Evolution Grant 2025,,https://art-fluent.com/calls-for-art/evolution-grant-prospectus/,EEUU,"June 6, 2025",Yes,Art Fluent,,No,"Dirigida a artistas visuales de todo el mundo que trabajen en cualquier técnica de bellas artes, excepto aquellas generadas por inteligencia artificial. Los interesados pueden enviar entre 5 y 20 piezas de su trabajo, una declaración del artista y una biografía. La beca ""Evolution"" otorga $1,000 a un artista visual, y la inscripción tiene un costo de $35.",,https://art-fluent.com/calls-for-art/evolution-grant-prospectus/,Convocatoria,Visuales,2025-04-12 23:49:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,1000.0,USD,1000.0,True,1000.0,35.0,True
Convocatoria | Exposición Colectiva Del Piso al Techo: Premio Alejandro Vautier,Convocatoria | Exposición Colectiva Del Piso al Techo: Premio Alejandro Vautier,,https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Fgaleriaceciliacaballero%2F%3Fhl%3Des&is_from_rle,Argentina,"May 1, 2025",Yes,Galería Cecilia Caballero,,No,"Dirigido a artistas visuales mayores de 18 años, de cualquier nacionalidad, con residencia en Argentina a presentar obras bidimensionales de pared (dibujo, pintura, fotografía o collage) para ser parte de la muestra colectiva Del Piso al Techo, que se realizará entre mayo y junio de 2025. Premio adquisición: 500 USD. Las obras seleccionadas serán exhibidas junto a artistas de la galería.",,https://www.instagram.com/galeriaceciliacaballero/,Convocatoria,"Visuales, Dibujo, Pintura, Fotografía, Collage, Grabado",2025-04-12 23:51:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,500.0,ARS,0.55,False,,,False
Convocatoria | Exposición Colectiva Open Art Tokyo 2025,Convocatoria | Exposición Colectiva Open Art Tokyo 2025,,https://www.artconnect.com/opportunity/PCSzPq_U9VFgOy5Imaj7G,Reino Unido,"August 20, 2025",Yes,The Holy Art Gallery,,No,"Dirigida a artistas de todo el mundo, tanto emergentes como establecidos, a participar con obras de cualquier disciplina artística, incluyendo pintura, fotografía, videoarte, escultura, técnicas mixtas y poesía. El tema es libre. La exposición se llevará a cabo del 13 al 15 de septiembre de 2025 en Tokio. La inscripción es gratuita, pero si la obra es seleccionada se aplica una tarifa de exposición.",,https://www.theholyart.com/tokyo-open-art,Convocatoria,Visuales,2025-04-13 00:00:00,Falopa,,No,No,,No,,https://www.theholyart.com/tokyo-open-art,No,,,Pago,Visuales,,GBP,,False,,,False
Convocatoria | Exposición Colectiva Open Art New York 2025,Convocatoria | Exposición Colectiva Open Art New York 2025,,https://www.artconnect.com/opportunity/27pK_DnijYw2l6J_wfTqN,Reino Unido,"October 27, 2025",Yes,The Holy Art Gallery,,No,"Dirigida a artistas de todo el mundo, tanto emergentes como establecidos, a participar con obras de cualquier disciplina artística, incluyendo pintura, fotografía, videoarte, escultura, técnicas mixtas y poesía. El tema es libre. La exposición se llevará a cabo del 7 al 10 de noviembre de 2025 en Nueva York. La inscripción es gratuita, pero si la obra es seleccionada se aplica una tarifa de exposición.",,https://www.theholyart.com/openart-newyork,Convocatoria,Visuales,2025-04-13 00:00:00,,,No,No,,No,,https://www.theholyart.com/openart-newyork,No,,,Pago,Visuales,,GBP,,False,,,False
