Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion
Fondos | Estimulo a la creación Museo Casa de la Memoria de Medellín 2025,Fondos | Estimulo a la creación Museo Casa de la Memoria de Medellín 2025,,https://www.medellin.gov.co/estimuloscultura/MCM,Colombia,"May 30, 2025",Yes,Museo Casa de la Memoria de Medellín - Alcaldía de Medellín,,No,"Dirigida a la ciudadanía en general, víctimas, organizaciones culturales y sociales. Las disciplinas incluyen creación audiovisual, literaria, cómic/historieta y fortalecimiento de lugares de memoria, bajo el concepto ""Las memorias iberoamericanas"". Exclusivo para residentes de la ciudad de Medellín.",,https://www.medellin.gov.co/estimuloscultura/MCM,Fondos,"Visuales, Literatura, Cine, Otras","May 3, 2025 1:20 PM",,,No,No,,No,,,No,,,
Premio | Premio di Roma “Andrea Ceraso”,Premio | Premio di Roma “Andrea Ceraso”,,https://www.shelivesmusic.it/premio-di-roma-andrea-ceraso.html,Italia,"May 25, 2025",Yes,She Lives -  Asociación Eufonia,,No,"Abierto a compositores de todas las edades y naciones, con el objetivo de presentar una pieza musical que incluya al menos uno de los instrumentos: piano, flauta, clarinete, violín, viola, y violonchelo. Las composiciones podrán tener una duración máxima de 15 minutos. Requiere una cuota de participación de 55 euros. Premios: primer premio de 1.000 euros; El segundo de 500 euros ; y el tercer premio incluye únicamente la ejecución. Las obras seleccionadas serán interpretadas por el ensamble Imago Sonora.",,https://www.shelivesmusic.it/premio-di-roma-andrea-ceraso.html,Premio,"Música, Composición","May 3, 2025 1:44 PM",,,No,No,,No,,,No,,,Pago
Premio | II Concurso Internacional de Composición de Lieders Premio Raffaello de Banfield 2025,Premio | II Concurso Internacional de Composición de Lieders Premio Raffaello de Banfield 2025,,https://www.schillertrieste.it/concorso-internazionale-friedrich-schiller-ed-2025/,Italia,"May 25, 2025",Yes,Associazione Culturale Friedrich Schiller di Trieste,,No,Dirigido a compositores de cualquier nacionalidad que no hayan cumplido 36 años el 10 de mayo de 2025 (nacidos después del 11 de mayo de 1989). Centrado en la composición de canciones para voz y piano. Los participantes deberán presentar dos obras: una basada en un texto de Friedrich Schiller en alemán (eligiendo entre los poemas Sehnsucht o Hoffnung) y otra con texto libre en cualquier idioma. Las obras deben ser inéditas. Requiere pago de inscripción de €35. Se otorgan premios de hasta €1.500 y la obra ganadora será publicada y programada para la temporada 2026.,,https://www.schillertrieste.it/concorso-internazionale-friedrich-schiller-ed-2025/,Premio,"Música, Composición","May 3, 2025 2:04 PM",,,No,No,,No,,,No,,,Pago
Premio | Primer premio de Arte Joven MAC Panamá x Mercantil,Premio | Primer premio de Arte Joven MAC Panamá x Mercantil,,https://es.artealdia.com/Convocatorias/EL-PRIMER-PREMIO-DE-ARTE-JOVEN-MAC-PANAMA-X-MERCANTIL-LANZA-SU-CONVOCATORIA-2025,Panamá,"May 25, 2025",Yes,Museo de Arte Contemporáneo de Panamá,,No,"Dirigido a artistas menores de 35 años residentes en Panamá sin una trayectoria institucional consolidada, el Premio ofrece la posibilidad de realizar una exposición individual en el museo, participar en una residencia internacional en Pivô (São Paulo), y recibir un programa de mentoría con especialistas en arte contemporáneo.",,https://macpanama.org/primer-premio-de-arte-joven-mac-panama-x-mercantil-2025/,Premio,Visuales,"May 3, 2025 10:00 PM",,,No,No,,No,,,No,,,
Premio | IV Bienal de Dibujo Las Huellas del Dibujo,Premio | IV Bienal de Dibujo Las Huellas del Dibujo,,https://www.arteinformado.com/agenda/f/iv-bienal-de-dibujo-las-huellas-del-dibujo-237291,España,"October 31, 2025",Yes,Asociación de Artistas Plásticos de Málaga (APLAMA),,No,"La IV Bienal de Dibujo ""Las Huellas del Dibujo"" está dirigida a personas mayores de 18 años de cualquier nacionalidad o lugar de residencia, incluyendo latinoamericanos. No se especifica un pago para participar. La disciplina artística es el dibujo contemporáneo, con un premio único de 1.000 euros y una exposición en la Sala de Exposiciones Barbadillo para el artista ganador de esta Bienal.",,http://www.aplama.com/index.php/eventos/view/id/916,Premio,"Visuales, Dibujo","May 3, 2025 10:03 PM",Falopa,,No,No,,No,,,No,,,
Convocatoria | Proyectos artísticos en Magenta Galería,Convocatoria | Proyectos artísticos en Magenta Galería,,https://app.datarte.art/convocatorias/proyectos-artes-visuales-peru-2025,Perú,"July 10, 2025",Yes,Magenta Galería,,No,"Dirigido a artistas independientes y de escuelas profesionales de Perú y el extranjero a participar en una iniciativa que busca visibilizar proyectos de artistas emergentes y de media carrera, fomentando nuevas propuestas creativas y potenciando la investigación y difusión artística. Presentar a proyectos colectivos y/o colaborativos, de tema libre, que estén finalizados o con un avance mínimo del 50%, y que cuenten con un curador. Se seleccionarán tres proyectos cuyas exposiciones se programarán entre octubre de 2025 y marzo de 2026.",,https://linktr.ee/magentagaleria?,Convocatoria,Visuales,"May 3, 2025 10:04 PM",,,No,No,,No,,,No,,,
Convocatoria | Work in Progress HIFF 2025,Convocatoria | Work in Progress HIFF 2025,,https://festhome.com/festival/9497,España,"May 12, 2025",Yes,Festival Internacional de Cine de Huesca (HIFF),,No,"Dirigida a cineastas de países iberoamericanos que cuenten con cortometrajes de ficción, documental o animación en etapa avanzada de postproducción. Los proyectos deben durar entre 5 y 20 minutos y no haber sido estrenados. La inscripción es gratuita y se realiza a través de Festhome. Los proyectos seleccionados recibirán asesoría profesional, reuniones con expertos, acreditaciones al festival y podrán optar por premios como la distribución en Festhome o servicios de postproducción de Chemistry. La participación implica estar presente en Huesca el 11 de junio de 2025.",,https://www.huesca-filmfestival.com/work-in-progress-hiff/,Convocatoria,"Cine, Cortometrajes","May 3, 2025 10:08 PM",,,No,No,,No,,,No,,,
Convocatoria |  51ª FILMETS Badalona Film Festival,Convocatoria |  51ª FILMETS Badalona Film Festival,,https://festhome.com/festival/6002,España,"May 31, 2025",Yes,Badalona Comunicació SA.,,No,"Puede participar cualquier cortometraje que no se haya estrenado anteriormente en el FILMETS Badalona Film Festival. Se pueden presentar producciones de hasta 30 minutos de duración en los géneros de ficción, animación y documental. Requiere pago de inscripción. El Festival se celebrará del 17 al 26 de octubre de 2025. ",,https://www.festivalfilmets.cat/es/obert-el-periode-dinscripcions-per-a-la-seccio-oficial-de-la-51a-edicio-del-filmets-badalona-film-festival/,Convocatoria,"Cine, Cortometraje","May 3, 2025 10:09 PM",,,No,No,,No,,,No,,,Pago
Convocatoria | Artistas chilenos en el Festival Ars Electronica,Convocatoria | Artistas chilenos en el Festival Ars Electronica,,https://hipermedula.org/2025/05/convocatoria-2025-festival-ars-electronica/,Chile,"May 26, 2025",Yes,"Ars Electronica y el Ministerio de las Culturas, las Artes y el Patrimonio y el Ministerio de Relaciones Exteriores de Chile",,No,"Dirigido a artistas, científicos, diseñadores, investigadores y activistas sociales chilenos -residentes en Chile o el extranjero- que trabajen cruces entre el arte, la ciencia, la tecnología, los medios y las artes sonoras, a presentar sus proyectos para participar del Festival Ars Electrónica, cuya edición 2025 lleva por título Panic – yes/no, y  que se realizará entre el 3 y el 7 de septiembre en Linz, Austria.",,https://www.cultura.gob.cl/convocatorias/festival-ars-electronica-abre-convocatoria-2025-para-artistas-de-chile/,Convocatoria,"Visuales, Música, Otras","May 3, 2025 10:10 PM",,,No,No,,No,,,No,,,
Beca | Programa de Becas del Ministerio de Educación del Japón (Monbukagakusho),Beca | Programa de Becas del Ministerio de Educación del Japón (Monbukagakusho),,https://www.recursosculturales.com/monbukagakusho-becas-para-estudiar-en-japon/,Japón,"June 13, 2025",Yes,"Ministerio de Educación, Cultura, Deportes, Ciencia y Tecnología",,No,"La embajada de Japón en Argentina acerca las becas Monbukagakusho del Gobierno de Japón para 2025, que están dirigidas a estudiantes de bachillerato y profesionales Argentinos que deseen realizar estudios de pregrado o perfeccionar el idioma japonés en universidades japonesas. No requieren pago para postular. No se especifican disciplinas artísticas particulares, aunque cubren diversas áreas de estudio.",,https://www.ar.emb-japan.go.jp/itpr_es/Becas.html,Beca,Multidisciplinar,"May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
SANFIC Industria tiene abierta sus convocatorias 2025,Convocatoria | SANFIC Industria,,https://www.recursosculturales.com/sanfic-industria/,Chile,"May 26, 2025",Yes,SANFIC Industria,,No,"SANFIC Industria, es espacio de formación y fomento, dirigido a profesionales y nuevas generaciones del audiovisual chileno e iberoamericano. Convocatorias abiertas para las distintas secciones: Work In Progress Iberoamericano, Santiago Lab, Series Lab Iberoamericano, VI SANFIC - Mórbido Lab, Productoras Lab, Incubadora Queer latinoamérica, entre otras.",,https://sanficindustria.cl/secciones/,Convocatoria,Cine,"May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
Convocatoria | ArteBA 2025 Galerías y Proyectos Artísticos,Convocatoria | ArteBA 2025 Galerías y Proyectos Artísticos,,https://www.recursosculturales.com/convocatoria-arteba-seccion-principal/,Argentina,"May 15, 2025",Yes,Fundación ArteBA,,No,"Convocatoria abierta para participar de una nueva edición de la feria, que se realizará del viernes 29 al domingo 31 de agosto en Costa Salguero, en la Ciudad de Buenos Aires. Dirigida a todas las galerías y proyectos artísticos de todo el país y de la región a presentar sus propuestas para la sección principal y para la sección Utopia.
",,https://www.arteba.org/,Convocatoria,Visuales,"May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
Premio | Premio Nacional de Ensayo sobre Fotografía 2025,Premio | Premio Nacional de Ensayo sobre Fotografía 2025,,https://www.recursosculturales.com/premio-de-ensayo-sobre-fotografia/,México,"June 27, 2025",Yes,Centro de la Imagen de la Secretaría de Cultura de México,,No,"Dirigida a personas dedicadas a la investigación y escritura, de nacionalidad mexicana o extranjeras con al menos dos años de residencia comprobable en México. El objetivo es reconocer ensayos sobre fotografía en México, abordando temas como obra de fotógrafos, teoría de la imagen, análisis históricos, movimientos y archivos fotográficos. Se podrá participar en dos categorías (investigador en formación o con amplia trayectoria), presentando un único texto inédito, en prosa y estilo libre, que defienda una postura crítica sobre alguno de los temas propuestos. Se otorgarán dos premios indivisibles en efectivo: Categoría A: $30,000.00; y Categoría B: $45,000.00. ",,https://ci.cultura.gob.mx/agenda/premio-nacional-de-ensayo-sobre-fotografia-2025/,Premio,"Otras, Fotografía, Investigación, Ensayo","May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
Premio | Premio Bellas Artes de Novela José Rubén Romero 2025,Premio | Premio Bellas Artes de Novela José Rubén Romero 2025,,https://www.recursosculturales.com/premio-bellas-artes-de-novela-jose-ruben-romero/,México,"May 16, 2025",Yes,INBAL -  Secretaría de Cultura del Estado de Michoacán,,No,"Podrán participar personas escritoras mexicanas y extranjeras, residentes en la República mexicana, mayores de 18 años. Las personas extranjeras deberán acreditar su estancia legal en el país durante cinco años como mínimo. Podrán presentar una novela inédita, de tema libre, escrita en español o en una lengua indígena nacional (con traducción al español), en formato PDF, con entre 80 y 300 cuartillas, cumpliendo especificaciones de formato y sin estar participando en otros concursos ni procesos editoriales.",,https://sgba.inba.gob.mx/pbal/archivos/bases/9/48/1740692910_CONVOCATORIA%20PREMIO%20JOSE%20RUBEN%20ROMERO%202025.pdf,Premio,"Literatura, Novela","May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
"Beca | Becas para Bienales y Festivales de Arquitectura, Diseño y Moda 2025-26","Beca | Becas para Bienales y Festivales de Arquitectura, Diseño y Moda 2025-26 ",,https://www.recursosculturales.com/becas-para-bienales-festivales-diseno/,Reino Unido,"June 1, 2025",Yes,British Council,,No,"Subvenciones disponibles de hasta £10 000 para apoyar: Bienales y festivales con sede en el Reino Unido que muestran el trabajo de diseñadores internacionales; y Bienales y festivales internacionales (fuera del Reino Unido, excluidos Afganistán, Bangladesh, India, Nepal, Pakistán y Sri Lanka) que muestran el trabajo de diseñadores del Reino Unido.  Involucra disciplinas de arquitectura, diseño y moda; está abierta a organizaciones y eventos de América Latina. Periodo de actividad: mediados de septiembre de 2025 – agosto de 2026.",,https://arts.britishcouncil.org/get-involved/opportunities/architecture-design-and-fashion-biennales-and-festivals-grants,Beca,Diseño,"May 3, 2025 10:12 PM",,,No,No,,No,,,No,,,
"Residencia | Nodus 2025, Residencia artística de danza contemporánea","Residencia | Nodus 2025, Residencia artística de danza contemporánea",,https://www.recursosculturales.com/residencia-danza-suera/,España,"May 31, 2025",Yes,Fundació Caixa Castelló,,No,"Dirigida a bailarines de todas las edades y nacionalidades. La residencia se desarrollará del 7 al 13 de julio de 2025 en Cinctorres (Castellón, España), con el objetivo de fomentar e innovar el repertorio de la danza contemporánea, integrando el territorio a través de la cultura. Bajo la coordinación del coreógrafo Toni Aparisi, el proyecto cubrirá gastos de viaje (según condiciones), alojamiento y manutención, y ofrecerá la posibilidad de una presentación remunerada posterior. Se seleccionarán 6 participantes titulares y 6 suplentes.",,https://www.fundacioncajacastellon.es/es/open-call-nodus-2025-residencia-artistica-de-dansa-contemporania-a-cinctorres-castello/,Residencia,"Escénicas, Danza","May 3, 2025 10:13 PM",,,No,No,,No,,,No,,,
"Premio | Premio Bellas Artes de Crónica Literaria “Carlos Montemayor” 2025 ","Premio | Premio Bellas Artes de Crónica Literaria “Carlos Montemayor” 2025 ",,https://www.recursosculturales.com/premio-carlos-montemayor/,México,"May 16, 2025",Yes,INBAL -  Secretaría de Cultura del Estado de Chihuahua,,No,"Podrán participar personas escritoras mexicanas y extranjeras, residentes en la República mexicana, mayores de 18 años. Las personas extranjeras deberán acreditar su estancia legal en el país durante cinco años como mínimo. Podrán presentar un solo libro inédito de crónica, de tema libre, escrito en español o en una lengua indígena nacional (con traducción al español), en formato PDF de entre 60 y 80 cuartillas, cumpliendo con las especificaciones de forma, y sin estar participando en otros concursos ni procesos editoriales.",,https://sgba.inba.gob.mx/pbal/archivos/bases/13/47/1740692769_CONVOCATORIA%20PREMIO%20CARLOS%20MONTEMAYOR%202025.pdf,Premio,"Literatura, Crónica","May 3, 2025 10:14 PM",,,No,No,,No,,,No,,,
Convocatoria | 10mo. Festival Internacional de Cine para Adolescentes de San Martín de los Andes,Convocatoria | 10mo. Festival Internacional de Cine para Adolescentes de San Martín de los Andes,,https://www.recursosculturales.com/festival-cine-a-la-vista/,Argentina,"June 15, 2025",Yes,Festival Internacional Cine a la Vista!,,No,"Dirigido a largometrajes estrenados entre 2022 y 2024 y a cortometrajes realizados por adolescentes; no se menciona requisito de pago para participar. Disciplina: cine y audiovisual. Abierto a participantes de diferentes países, incluyendo Latinoamérica.",,https://cinealavista.com,Convocatoria,Cine,"May 3, 2025 10:15 PM",,,No,No,,No,,,No,,,
Convocatoria | The Europe Challenge 2025/26,Convocatoria | The Europe Challenge 2025/26,,https://on-the-move.org/news/europe-challenge-202526-libraries-and-community-leaders-europe,Europa,"May 29, 2025",Yes,"
The European Cultural Foundation",,No,"Dirigido a bibliotecas y líderes comunitarios de toda Europa, con el objetivo de empoderarlos para desarrollar proyectos que respondan a los principales desafíos sociales, digitales y ecológicos del continente, promoviendo así una Europa más inclusiva, conectada y sostenible. Solo para organizaciones y Bibliotecas de paises europeos.",,https://theeuropechallenge.eu/news/apply-now-2025/,Convocatoria,"Otras, Biblioteca, Patrimonio, Gestión Cultural","May 3, 2025 10:18 PM",Fuera del Universo,,No,No,,No,,,No,,,
Convocatoria | DongGang International Photo Festival 2025,Convocatoria | DongGang International Photo Festival 2025,,https://on-the-move.org/news/donggang-international-photo-festival-2025-south-korea,Corea del Sur,"June 1, 2025",Yes,DongGang International Photo Festival,,No,"Dirigido a fotógrafos individuales y colectivos de todo el mundo, incluidos los de Latinoamérica. No requiere pago para participar y se enfoca exclusivamente en la disciplina de fotografía, solicitando entre 8-12 fotografías de una serie o cuerpo de trabajo específico. El tema de este año es “Asimílalos, Refínalos, Recortarlos”. El Festival  se celebrará del 11 de julio al 28 de septiembre de 2025 en Yeongwol, Corea del Sur.",,https://www.dgphotofestival.com/2025opencall,Convocatoria,"Visuales, Fotografía","May 3, 2025 10:18 PM",,,No,No,,No,,,No,,,
Residencia | 2025 Residency on the Resonance of Videopoetry,Residencia | 2025 Residency on the Resonance of Videopoetry,,https://on-the-move.org/news/zkm-heidelberg-unesco-city-literature-2025-residency-resonance-videopoetry-germany,Alemania,"May 18, 2025",Yes,ZKM Karlsruhe - Heidelberg,,No,Dirigido a poetas (o aquellos que trabajan profesional y poéticamente con el lenguaje) que tengan una conexión clara (centro de vida y/o trabajo) con una de las 53 Ciudades de la Literatura de la UNESCO en todo el mundo. El programa de residencia se desarrollará del 1 de septiembre al 30 de noviembre de 2025. Se deben presentar sus solicitudes en inglés o alemán.,,https://www.heidelberg.de/HD/Leben/poetic+frequencies.html,Residencia,"Literatura, Poesía","May 3, 2025 10:18 PM",,,No,No,,No,,,No,,,
Residencia | Utopie Migranti Theatre Project Residency,"Residencia | Utopie Migranti Theatre Project Residency ",,https://on-the-move.org/news/beyond-borders-utopie-migranti-theatre-project-residency-young-artists-emilian-romagnol-origin,Italia,"May 15, 2025",Yes,Beyond Borders,,No,"Esta convocatoria está dirigida a jóvenes de entre 18 y 35 años, de origen o ascendencia Emiliano-Romañola, que residan en el extranjero y posean un nivel intermedio de italiano. Busca personas con experiencia en artes escénicas —como teatro, danza, música, performance y artes visuales— o con habilidades en organización y comunicación vinculadas a estos campos. Se seleccionarán 6 perfiles artísticos y 2 organizativos para participar en un proyecto en Italia en 2025. Se valorará la experiencia previa y se reservará un 50% de las plazas para miembros de asociaciones de Emilia-Romagna.",,https://beyondbordersproject.net/open-call-utopie-migranti/,Residencia,"Escénicas, Teatro, Danza, Música","May 3, 2025 10:18 PM",,,No,No,,No,,,No,,,
Convocatoria | AAP Magazine 48 Theme Portrait,Convocatoria | AAP Magazine 48 Theme Portrait,,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,Virtual,"May 13, 2025",Yes,All About Photo,,No,"Convocatoria dirigida a fotógrafos de cualquier nivel y nacionalidad; requiere pago para participar. Disciplina: fotografía (retrato). Abierto a artistas de todo el mundo, incluyendo Latinoamérica. Requiere pago de inscripción.",,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,Convocatoria,"Visuales, Fotografía","May 3, 2025 10:22 PM",,,No,No,,No,,,No,,,Pago
Convocatoria | Illuminate The Night 2025,Convocatoria | Illuminate The Night 2025,,https://nuitblanchewinnipeg.ca/,EEUU,"June 6, 2025",Yes,Nuit Blanche Winnipeg,,No,"Dirigido a artistas individuales o colectivos de cualquier país, incluida Latinoamérica. No requiere pago para participar. Disciplinas: artes visuales y proyectos interdisciplinarios relacionados con arte contemporáneo.",,https://nuitblanchewinnipeg.ca/,Convocatoria,Visuales,"May 3, 2025 10:25 PM",,,No,No,,Yes,,,No,,,
Convocatoria | Exposición Colectiva  Art in Abstraction 2025,Convocatoria | Exposición Colectiva  Art in Abstraction 2025,,https://mdfedart.com/portfolio/art-in-abstraction/,EEUU,"May 14, 2025",Yes,Maryland Federation of Art,,No,"Dirigida a artistas visuales residentes en Estados Unidos, Puerto Rico, Canadá y México para participar en una exposición organizada por MFA. Las obras deben ser originales y realizadas en los últimos tres años. Se permite un máximo de seis obras por artista, y todas deben estar a la venta. El costo de inscripción es de $45 para 1 o 2 obras (con descuentos para miembros MFA). Tema: Abstracción. Las obras seleccionadas se exhibirán en Annapolis, Maryland, del 8 de julio al 14 de agosto.",,https://mdfedart.com/portfolio/art-in-abstraction/,Convocatoria,Visuales,"May 3, 2025 10:28 PM",Fuera del Universo,,No,No,,No,,,No,,,Pago
Convocatoria | The Hopper Prize Artist Grants,Convocatoria | The Hopper Prize Artist Grants,,https://www.artconnect.com/opportunity/YUKXvRL2I3ucGoLHyeFC3,Virtual,"May 14, 2025",Yes,The Hopper Prize,,No,"Dirigido a artistas latinoamericanos y de otras regiones en artes plásticas, visuales y audiovisuales. Requiere pago de inscripción. Disciplinas: dibujo, pintura, fotografía, grabado, escultura, instalación, medios mixtos, videoarte y cortometraje experimental. Abierto a artistas de Latinoamérica.",,https://hopperprize.org,Convocatoria,Visuales,"May 3, 2025 10:37 PM",Falopa,,No,No,,No,,https://hopperprize.org/contact-us,No,,,Pago
"Residencia | Programa JSP Artist-In-Residence 2025-2026 ","Residencia | Programa JSP Artist-In-Residence 2025-2026 ",,https://www.artconnect.com/opportunity/jEmMrCmaspCMHl6SdUwLz,EEUU,"May 14, 2025",Yes,Josephine Sculpture Park,,No,"Dirigido a artistas visuales que trabajen con escultura, así como con medios como el sonido y la performance, como experiencias interactivas con la escultura y el entorno natural. Los artistas deben estar autorizados para trabajar legalmente en los Estados Unidos, y ser mayores de 18 años. El programa AiR acogerá a un máximo de dos artistas para una visita de planificación en 2025 y una residencia de hasta 10 semanas en 2026.",,https://www.josephinesculpturepark.org/air,Residencia,"Visuales, Escultura","May 3, 2025 10:37 PM",,,No,No,,No,,"https://www.josephinesculpturepark.org/air#:~:text=The%20funded%20residency%20will%20begin,and%20financial%20support%20to%20succeed.",No,,,
Premio | International Logo Design Contest ,Premio | International Logo Design Contest ,,https://www.onlyforartists.com/post/love-first-international-logo-design-contest,Canadá,"May 31, 2025",Yes,Love First International,,No,"Dirigido a diseñadores gráficos de todo el mundo, sin costo de inscripción, para diseñar un nuevo logotipo oficial para Love First International. Cada participante puede enviar hasta dos logotipos. Premios:- 1.er lugar: $500 CAD- 2.º lugar: $300 CAD- 3.er lugar: $150 CAD. Abierto a artistas de Latinoamérica.",,https://lovefirstinternational.com/logocontest/,Premio,Diseño,"May 3, 2025 10:40 PM",,,No,No,,No,,,No,,,
Convocatoria | Ras Al Khaimah Art Festival: Civilizations,Convocatoria | Ras Al Khaimah Art Festival: Civilizations,,https://www.onlyforartists.com/post/ras-al-khaimah-art-festival-civilizations-call-for-entries-1,Emiratos Árabes Unidos,"May 31, 2025",Yes,Ras Al Khaimah Art - Sheikh Saud bin Saqr Al Qasimi Foundation for Policy Research,,No,"Dirigido a artistas de todas las nacionalidades, sin requerir pago de inscripción. Disciplinas: artes visuales, fotografía, escultura, cortometraje y arte estudiantil. Tema: Civilización. La convocatoria del Ras Al Khaimah Art Festival: Civilizations está abierta para artistas de Latinoamérica.",,https://www.rakart.ae/2026-festival,Convocatoria,"Visuales, Cine","May 3, 2025 10:40 PM",,,No,No,,No,,,No,,,
Convocatoria | Design for Change. International Poster Competition ,Convocatoria | Design for Change. International Poster Competition ,,https://www.onlyforartists.com/post/borderless-graphic-designer-group-international-poster-competition-1,Canadá,"May 17, 2025",Yes,Borderless Graphic Designer Group,,No,"Se invita a diseñadores gráficos de todo el mundo a crear imágenes que inviten a la reflexión y aborden desafíos sociales y políticos clave. Temas: 1.⁠ ⁠Puentes, no muros: Unidad en un mundo dividido; y 2. El espejo del narcisista: cuando el ego moldea la política. La participación en este concurso es gratuita. No hay límite en la cantidad de carteles que cada participante puede enviar. Todas las obras y los derechos de diseño deben ser originales.",,https://borderlessgroup.ca/design-for-change-international-poster-competition/,Convocatoria,"Diseño, Gráfica","May 3, 2025 10:40 PM",,,No,No,,No,,,No,,,
Convocatoria | Tate Papers 37: Mother Lines,Convocatoria | Tate Papers 37: Mother Lines,,https://www.onlyforartists.com/post/tate-papers-37-mother-lines-calls-for-papers," Reino Unido","May 12, 2025",Yes,Tate Gallery,,No,"Tate Papers busca contribuciones para su edición especial ""Mother Lines"" que explora conexiones transgeneracionales y conocimiento ancestral en el arte. La convocatoria está dirigida a investigadores y artistas interesados en temas como matrilineaje, repatriación e historias transnacionales interconectadas. No se especifica explícitamente, parece estar abierta a participantes internacionales dada su naturaleza de publicación académica sobre arte transnacional.",,https://www.tate.org.uk/research/tate-papers/calls-for-papers,Convocatoria,"Otras, Investigación, Curaduría","May 3, 2025 10:40 PM",,,No,No,,No,,,No,,,
Fondos | Fondo Metropolitano 2025,Fondos | Fondo Metropolitano 2025,Destacar,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Argentina,"May 26, 2025",Yes,Ministerio de Cultura de la Ciudad de Buenos Aires,,No,"Subsidio para proyectos culturales, científicos y de infraestructura en la Ciudad Autónoma de Buenos Aires. Está dirigido a personas físicas, jurídicas o consorcios con domicilio en CABA, incluyendo asociaciones sin personería jurídica que deben presentarse a través de una persona responsable. Abierta la convocatoria en cinco líneas de financiamiento: Creación; Funcionamiento de espacios culturales; Infraestructura cultural; Eventos culturales; y Cooperación sociocultural, formación y capacitación. Es exclusivo para la ciudad de Buenos Aires.",,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Fondos,Multidisciplinar,"May 7, 2025 8:23 AM",,,No,No,,No,,,No,,,
Premio | XIII Concurso de Pintura Ernesto Goday,Premio | XIII Concurso de Pintura Ernesto Goday,,https://www.arteinformado.com/agenda/f/xiii-concurso-de-pintura-ernesto-goday-237366,España,"September 30, 2025",Yes,Concejalía de Cultura del Ayuntamiento de O Grove (Pontevedra),,No,"Dirigido a personas físicas mayores de edad, excepto ganadores de las tres últimas ediciones (X a XII)[. No se menciona pago para participar. La disciplina artística es exclusivamente pintura, con obras que deben ser originales e inéditas. No se especifica si está abierto para artistas de Latinoamérica, aunque no hay restricciones geográficas explícitas en las bases consultadas.",,https://concellodogrove.es/upload/userfiles/suneditor/files/e04297Galego._BASES_XIII_CONCURSO_DE_PINTURA_ERNESTO_GODAY.pdf,Premio,"Visuales, Pintura","May 10, 2025 10:02 PM",,,No,No,,No,,,No,,,
Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,,https://app.datarte.art/convocatorias/exposicion-arte-galeria-madrid-pop-art-2025,España,"June 15, 2025",Yes,La Fiambrera Art Gallery,,No,"Dirigido a artistas de cualquier nacionalidad mayores de 18 años, requiere pago de inscripción, e involucra disciplinas de pintura, ilustración y fotografía bajo la estética pop art. La oportunidad está abierta a artistas de Latinoamérica.",,https://app.datarte.art/convocatorias/exposicion-arte-galeria-madrid-pop-art-2025,Convocatoria,Visuales,"May 10, 2025 10:03 PM",,,No,No,,No,,,No,,,
"Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia","Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia",,https://app.datarte.art/convocatorias/fotocreativaba-595,Argentina,"May 31, 2025",Yes,FotoCreativaBA,,No,"Dirigida a fotógrafos de Argentina, Grecia y Eslovaquia a presentar sus obras de fotografía y videoarte expandidas con temática libre. Las obras seleccionadas formarán parte de una exposición que se presentará en las siguientes galerías: Art Place Greece (Grecia) en julio/agosto de 2025; FotoCreativaBA (Argentina) en septiembre/octubre de 2025; y Galería Koniareň (Eslovaquia) en fechas a determinar en 2025. La organización solicitará el pago de 90 € por artista para gastos de producción, transporte y gestión. Para propuestas de videoarte: No se requerirá el pago de la producción, el envío ni la gestión.",,https://www.fotocreativaba.com/opencall-exhibition,Convocatoria,"Visuales, Fotografía, Videoarte","May 10, 2025 10:03 PM",,,No,No,,No,,,No,,,
