Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Categoría,Created time,Obtener Base URL,Obtener BASE URL?,Base URL,Og_Resumida,Disciplina,Robot Requisitos,Agenda 2030,Estado de la oportunidad,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Residencia | Programa de Artistas en Residencia ACAC 2025,Residencia | Programa de Artistas en Residencia ACAC 2025,,https://on-the-move.org/news/aomori-contemporary-art-centre-artist-residence-programme-2025-japan,Japón,"April 13, 2025",Yes,Aomori Contemporary Art Centre,Residencia,"April 5, 2025 10:15 PM",,No,https://acac-aomori.jp/public/application-guideline-artist-in-residence-program-2025-camp/,"Dirigido a artistas, curadores e investigadores de todo el mundo. Disciplinas: artes contemporáneas. Los residentes realizarán investigaciones, crearán obras de arte, organizarán diversos eventos y, finalmente, presentarán sus resultados, con el apoyo continuo de los curadores, técnicos y personal del ACAC. Los resultados se presentarán en la sede de este año (del 14 al 29 de noviembre de 2025). El título de este año es ""CAMP"".","Visuales, Diseño, Otras, Curaduría, Investigación",,No,,Sin cargo,Diseño,,JPY,,False,,,False
Convocatoria | 17th Edition Prisma Art Priza Rome,Convocatoria | 17th Edition Prisma Art Priza Rome,,https://www.prismaartprize.com/,Italia,"July 5, 2025",Yes,Prisma Art Varco SRL,Convocatoria,"April 5, 2025 10:18 PM",,No,https://www.prismaartprize.com/,"Dirigida a todos los artistas vivos, sin límite de edad, sexo, nacionalidad ni etnia. Disciplina: pintura, dibujo y grabado de cualquier tamaño y soporte. Requiere pago de inscripción. Las obras finalistas serán exhibidas en la galería online y podrán ganar premios trimestrales. Además, podrían ser elegidas para una exposición anual, un catálogo y premios de residencia o individuales organizados por colaboradores al final de cada trimestre.","Visuales, Pintura, Dibujo, Grabado",,No,Falopa,Pago,Visuales,,EUR,,False,,,False
Convocatoria | Exposición Blue Photo ,Convocatoria | Exposición Blue Photo ,,https://decodegallery.com/blue,EEUU,"April 25, 2025",Yes,Decode Gallery,Convocatoria,"April 5, 2025 10:20 PM",,No,https://decodegallery.com/blue,"Dirigida a todos los fotógrafos del mundo, tanto aficionados como profesionales. Tema El Azul. Requiere pago de inscripción. Disciplina: fotografía. Se seleccionará al menos 26 imágenes para su exhibición. La galería se encarga de la impresión gratuita de los fotógrafos aceptados.","Visuales, Fotografía",,No,Falopa,Pago,Visuales,,USD,,False,,40.0,False
Convocatoria | Exposición Fotográfica Square,Convocatoria | Exposición Fotográfica Square,,https://decodegallery.com/square-call-for-entry,EEUU,"April 11, 2025",Yes,Decode Gallery,Convocatoria,"April 5, 2025 10:22 PM",,No,https://decodegallery.com/square-call-for-entry,"Dirigido a fotógrafos de cualquier nacionalidad. Requiere un pago de $40 USD por entrada (hasta 10 imágenes). Disciplina: fotografía en formato cuadrado (1:1) en cualquier género. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.","Visuales, Fotografía",,No,Falopa,Pago,Visuales,40.0,USD,40.0,False,,40.0,False
Convocatoria |  Salón de Artes Visuales de La Pampa. Sección Grabado 2025,Convocatoria |  Salón de Artes Visuales de La Pampa. Sección Grabado 2025,Destacar,https://apn.lapampa.gob.ar/nota/detalle/id/27055/Abre-la-convocatoria-para-el-Saln-de-Grabado-2025,Argentina,"May 13, 2025",Yes,"Museo Provincial de Artes (MPArtes), Secretaría de Cultura de La Pampa",Convocatoria,"April 5, 2025 10:25 PM",,No,https://apn.lapampa.gob.ar/nota/detalle/id/27055/Abre-la-convocatoria-para-el-Saln-de-Grabado-2025,"Dirigido a artistas visuales argentinos y extranjeros con al menos dos años de residencia en Argentina, mayores de 18 años. Los artistas podrán participar con sólo una (1) obra. La temática será libre. Disciplina: grabado en relieve, grabado planográfico, grabado en hueco, y técnicas gráficas experimentales (técnicas mixtas, objetos gráficos, libros de artista con tiraje, gráficos digitales). Un primer premio de $1.200.000, un segundo premio de $1.100.000 y un premio especial a la mejor obra de autoría pampeana de $1.200.000. ","Visuales, Grabado",,No,Destacar?,Sin cargo,Visuales,1200000.0,ARS,1320.0,True,1200000.0,,True
Convocatoria | Secret Garden Online Art Competition 2025,Convocatoria | Secret Garden Online Art Competition 2025,,https://tenmoirgallery.com/secret-garden-2025-online-art-competition/,Virtual,"May 1, 2025",Yes,Ten Moir Gallery,Convocatoria,"April 5, 2025 10:27 PM",,No,https://tenmoirgallery.com/secret-garden-2025-online-art-competition/,Dirigido a artistas y fotógrafos de todo el mundo mayores de 18 años. Requiere un pago de $12 por obra presentada. Disciplinas: artes visuales en formatos 2D y 3D inspirados en flora y fauna. Abierto a artistas de Latinoamérica.,"Visuales, Pintura, Fotografía, Dibujo",,No,Falopa,Pago,Visuales,12.0,USD,12.0,False,150.0,12.0,False
Premio | Concurso Aprendiendo a descubrir. El mejor legado de Sarmiento,Premio | Concurso Aprendiendo a descubrir. El mejor legado de Sarmiento,,https://casanatalsarmiento.cultura.gob.ar/noticia/bases-y-condiciones-concurso-aprendiendo-a-descubrir-el-legado-de-sarmiento/,Argentina,"April 30, 2025",Yes,Casa Natal de Sarmiento – Museo y Biblioteca,Premio,"April 5, 2025 10:27 PM",,No,https://casanatalsarmiento.cultura.gob.ar/noticia/bases-y-condiciones-concurso-aprendiendo-a-descubrir-el-legado-de-sarmiento/,"Dirigido a personas mayores de 18 años sin restricciones de nacionalidad. Se invita a todos los interesados a capturar, a través del lente, el impacto y la trascendencia del legado de Domingo Faustino Sarmiento en la sociedad argentina. No requiere pago. Disciplina: fotografía. Abierto a participantes de todo el mundo.","Visuales, Fotografía",,No,,Sin cargo,Visuales,,ARS,,False,300000.0,,True
Convocatoria | Exposición Fotográfica Black and White,Convocatoria | Exposición Fotográfica Black and White,,https://decodegallery.com/bw,EEUU,"May 23, 2025",Yes,"Decode Gallery de Tucson, Arizona",Convocatoria,"April 5, 2025 10:27 PM",,No,https://decodegallery.com/bw,"Dirigido a fotógrafos internacionales interesados en el blanco y negro. Requiere pago de inscripción. Disciplina: fotografía. Abierto a artistas de todo el mundo, incluida Latinoamérica.","Visuales, Fotografía",,No,Falopa,Pago,Visuales,,USD,,False,,40.0,False
Convocatoria | True Blue Online Art Competition 2025,Convocatoria | True Blue Online Art Competition 2025,,https://tenmoirgallery.com/true-blue-2025-online-art-competition/,Virtual,"April 30, 2025",Yes,Ten Moir Gallery,Convocatoria,"April 5, 2025 10:28 PM",,No,https://tenmoirgallery.com/true-blue-2025-online-art-competition/,Dirigido a artistas y fotógrafos mayores de 18 años de todo el mundo. Requiere un pago de $12 por cada obra enviada. Disciplinas: artes visuales en formatos 2D y 3D.  Tema relacionado con el Azul y las múltiples tonalidades de azul. Abierto para artistas de Latinoamérica.,"Visuales, Fotografía, Pintura, Dibujo",,No,Falopa,Pago,Visuales,12.0,USD,12.0,False,150.0,12.0,False
Convocatoria | FUTURA 5: herramientas para una cultura en movimiento,Convocatoria | FUTURA 5: herramientas para una cultura en movimiento,,https://www.cceba.org.ar/formacion/futura-5-herramientas-para-una-cultura-en-movimiento,Argentina,"April 11, 2025",Yes,CCEBA - Fundación Williams,Convocatoria,"April 5, 2025 10:30 PM",,No,https://www.cceba.org.ar/formacion/futura-5-herramientas-para-una-cultura-en-movimiento,"Dirigido a gestores y creadores culturales de toda Argentina. Disciplinas: gestión cultural y enfoques interdisciplinarios en cultura, educación, salud, ambiente, tecnología, entre otros. Consta de tres etapas, la primera de formación a cargo de referentes del sector cultural y posteriormente, la etapa de acompañamiento profesional en el desarrollo e implementación de proyectos.","Otras, Gestión Cultural, Organizaciones Culturales, Creadores",,No,,Sin cargo,Otras,,ARS,,False,,,False
Convocatoria | Exploración visual y sonora. El proceso creativo de The Rhythm of the Ocean,Convocatoria | Exploración visual y sonora. El proceso creativo de The Rhythm of the Ocean,,https://www.cceba.org.ar/medialab/exploracion-visual-y-sonora,Argentina,"April 28, 2025",Yes,CCEBA MediaLAB,Convocatoria,"April 5, 2025 10:30 PM",,No,https://www.cceba.org.ar/medialab/exploracion-visual-y-sonora,"Convocatoria para inscribirse en el Seminario ONLINE a cargo de Desilence (Tatiana Halbach y Søren Christensen) que se llevará a cabo el 28 y 30 de abril 2025 de 15 a 17h (Argentina) 20 a 22h (España). Dirigido a artistas visuales, músicos, diseñadores, creativos y cualquier persona interesada en la fusión entre arte, tecnología y sonido.","Música, Visuales, Diseño, Arte Sonoro, Tecnología, Audiovisual",,No,,Sin cargo,Música,,ARS,,False,,,False
Convocatoria | 27 Mecal Festival Internacional de Cortometrajes y Animación de Barcelona,Convocatoria | 27 Mecal Festival Internacional de Cortometrajes y Animación de Barcelona,,https://festhome.com/festival/38,España,"April 15, 2025",Yes,MECAL PRO. Festival Internacional de Cortometrajes y Animación de Barcelona,Convocatoria,"April 8, 2025 8:06 AM",,No,http://www.mecalbcn.org/,"Se convoca a cineastas de todo el mundo —incluyendo estudiantes y jóvenes talentos— a presentar obras audiovisuales de hasta 30 minutos realizadas a partir de enero de 2023. La convocatoria, de temática libre, incluye secciones competitivas de Ficción, Animación, Oblicua y Documental, y contempla numerosos premios otorgados por jurados especializados y el público.","Cine, Cortometraje, Animación",,No,,Pago,Cine,,EUR,,False,1080.0,10.8,True
Convocatoria | Festival Internacional de Cine de Valdivia,Convocatoria | Festival Internacional de Cine de Valdivia,,https://festhome.com/festival/616,Chile,"April 25, 2025",Yes,Festival Internacional de Cine de Valdivia,Convocatoria,"April 8, 2025 8:06 AM",,No,https://festhome.com/festival/616,"Dirigido a cineastas de todo el mundo. Requiere pago de inscripción. Disciplina: cine. Abierto a artistas de América Latina. El Festival Internacional de Cine de Valdivia exhibe cine chileno e internacional en cinco categorías competitivas: Largometraje, Largometraje Juvenil, Cortometraje de Latinoamérica y el Caribe, Cortometraje Infantil de Latinoamérica y el Caribe, y Cortometraje Chileno de Estudiantes de Cine y Audiovisual. El certamen tendrá lugar en la ciudad de Valdivia entre el 13 y el 19 de octubre de 2025.",Cine,,No,,Pago,Cine,,CLP,,False,,0.0,False
Convocatoria | Bengaluru International Short Film Festival,Convocatoria | Bengaluru International Short Film Festival,,https://festhome.com/festival/1177,India,"April 30, 2025",Yes,Bengaluru International Short Film Festival,Convocatoria,"April 8, 2025 8:06 AM",,No,https://bisff.in,"Dirigido a cineastas que presenten cortometrajes de ficción, documental y experimental. Requiere pago para ser considerado. Disciplinas: cine. Abierto a artistas de América Latina y el Caribe.","Cine, Cortometrajes",,No,,Pago,Cine,,,,False,,0.0,False
Convocatoria | CineBH - Belo Horizonte International Film Festival ,Convocatoria | CineBH - Belo Horizonte International Film Festival ,,https://festhome.com/festival/7803,Brasil,"May 5, 2025",Yes,Cine BH,Convocatoria,"April 8, 2025 8:07 AM",,No,https://cinebh.com.br,"Dirigido a cineastas y productores de cine. Requiere pago. Disciplina: cine. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.",Cine,,No,,Pago,Cine,,BRL,,False,200000.0,0.0,True
Convocatoria | 21° Festival Court Métrange ,Convocatoria | 21° Festival Court Métrange ,,https://festhome.com/festival/7718,Francia,"May 18, 2025",Yes,Festival Court Métrange,Convocatoria,"April 8, 2025 8:08 AM",,No,https://courtmetrange.eu/en/,"Dirigido a cineastas de todo el mundo con cortometrajes Fantásticos, Extraños e Inusuales. El Festival tiene como objetivo promover y popularizar la creación de cortometrajes de ficción y freak 'n fantastic. Requiere pago para la inscripción. Disciplina: cine. Abierto a participantes de América Latina.","Cine, Cortometraje",,No,,Pago,Cine,,EUR,,False,,0.3456,False
Convocatoria | LA Shorts International Film Festival,Convocatoria | LA Shorts International Film Festival,,https://festhome.com/festival/1983,EEUU,"May 2, 2025",Yes,LA Shorts International Film Festival,Convocatoria,"April 8, 2025 8:08 AM",,No,https://www.lashortsfest.com,"Dirigido a cineastas de cualquier nivel de experiencia. Requiere pago para participar. Disciplina: cine, específicamente cortometrajes. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.","Cine, Cortometrajes",,No,,Pago,Cine,,USD,,False,4.4,23.0,False
Residencia | Loop Art Critique & Laura Hyunjhee Kim,Residencia | Loop Art Critique & Laura Hyunjhee Kim,,https://www.artconnect.com/opportunity/vtzF4qX9t6VradfrAdg0B,EEUU,"April 29, 2025",Yes,Loop Art Critique,Residencia,"April 8, 2025 8:56 AM",,No,https://loop.onland.io,"Dirigido a artistas que utilicen herramientas digitales, medios interactivos, vídeo y tecnologías inmersivas, así como medios tradicionales que puedan integrarse en un entorno espacial de Internet. El LAC opera en un espacio virtual, la mayoría de las obras presentadas son digitales. Los artistas seleccionados participarán en un club de crítica de 6 semanas que se reúne 2 veces por semana en el metaverso de Loop.","Visuales, Arte digital, Nuevos medios, Video, Medios interactivos, Tecnologías Inmersivas",,No,,Sin cargo,Cine,,USD,,False,,,False
Convocatoria | CICA Contemporary Art Solo Show Series Spring 2026,Convocatoria | CICA Contemporary Art Solo Show Series Spring 2026,,https://www.artconnect.com/opportunity/avWsMZ2w4Lv4NHx-JYuWs,Corea del Sur,"April 14, 2025",Yes,CICA Museo de Arte Moderno,Convocatoria,"April 8, 2025 9:03 AM",,No,https://cicamuseum.com/call-for-artists-contemporary-art-solo-show-series/,"Dirigido a artistas de todo el mundo interesados en exposiciones individuales de arte contemporáneo. Requiere pago para participar. Cada artista seleccionado tendrá una exposición individual durante una semana entre enero y junio de 2026 en la galería de unos 44 m2. Las categorías incluyen: Pintura, Fotografía, Escultura e Instalación, Performance, vídeo y arte de nuevos medios. ","Visuales, Pintura, Fotografía, Escultura, Instalación, Performance, Video, Nuevos medios",,No,,Pago,Escénicas,,,,False,,,False
Residencia | LGBTQ+ Visual Artist Residency 2025,Residencia | LGBTQ+ Visual Artist Residency 2025,,https://www.artconnect.com/opportunity/h1oqNObMK60S53b5dH7jj,EEUU,"April 13, 2025",Yes,,Residencia,"April 8, 2025 9:03 AM",,No,https://velvetparkmedia.com/application2025/,"Dirigido a artistas visuales LGBTQ+ mayores de 18 años. Requiere pago. Disciplina: artes visuales. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.",Visuales,,No,Falopa,Pago,Visuales,,USD,,False,,,False
Residencia | Travelling Print Residency,Residencia | Travelling Print Residency,,https://www.artconnect.com/opportunity/QoKu6tbIqEDtSQvjXNZMS,Bulgaria,"April 14, 2025",Yes,Nopoint Atelier,Residencia,"April 8, 2025 9:03 AM",,No,https://www.nopointatelier.com/2025-travelling-print-residency,"una residencia itinerante de impresión combina un viaje por carretera de 7 días, empezando por el sur y siguiendo hacia el norte, y el trabajo artístico con impresión. Dirigido a artistas gráficos y grabadores interesados en explorar técnicas de impresión. Requiere pago. Disciplinas: grabado y diseño gráfico. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.","Visuales, Grabado, Diseño",,No,,Pago,Diseño,,,,False,,,False
Residencia | Inhouse Print Residency,Residencia | Inhouse Print Residency,,https://www.artconnect.com/opportunity/SCL5JoEW_23FJURj6kpD8,Bulgaria,"April 14, 2025",Yes,Nopoint Atelier,Residencia,"April 8, 2025 9:03 AM",,No,https://www.nopointatelier.com/2025-inhouse-print-residency,"Dirigido a artistas y colectivos interesados en las artes gráficas y la impresión. No requiere pago de inscripción, pero tiene costo de €1,250 por dos semanas. Disciplinas: artes gráficas y técnicas de impresión. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.","Visuales, Artes Gráficas, Impresión",,No,,Pago,Diseño,1250.0,EUR,1350.0,True,,,False
Residencia | 2026 Sound Art + Experimental Music Artists-In-Residence,Residencia | 2026 Sound Art + Experimental Music Artists-In-Residence,,https://www.artconnect.com/opportunity/APXvaArL0xfziXazTRO7p,EEUU,"April 14, 2025",Yes,Bemis Center for Contemporary Arts,Residencia,"April 8, 2025 9:04 AM",,No,https://bemis.slideroom.com/#/login/program/82605,"La convocatoria invita a dos artistas que trabajen con sonido, composición, voz y herramientas experimentales, tanto nacionales como internacionales, a participar en un programa de residencia. Durante su estancia, recibirán apoyo económico, técnico y administrativo, además de espacios para ensayar, grabar e interpretar sus obras. Los artistas pueden elegir entre tres periodos de residencia en 2026. Los artistas internacionales podrán recibir el reembolso de gastos calificados. Requiere pago de inscripción de U$D40.-","Música, Arte Sonoro, Nuevos Medios, Experimental",,No,,Pago,Música,,USD,,False,,,False
Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia,Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia,,https://www.artconnect.com/opportunity/60EuSXNIWFRPqLQznoDK9,Canadá,"April 14, 2025",Yes,"Centro Mark S. Bonham para Estudios sobre la Diversidad Sexual, Universidad de Totonto",Residencia,"April 8, 2025 9:04 AM",,No,https://www.artconnect.com/opportunity/60EuSXNIWFRPqLQznoDK9,"La Residencia | Laboratorio de Investigación Queer y Trans: Artista en Residencia está dirigida a artistas interesados en explorar temáticas queer y trans. Requiere pago. Disciplinas: artes visuales, performance y multimedia. Abierto a artistas internacionales, incluidos latinoamericanos.","Multidisciplinar, Fotografía, Escultura, Visuales, Artes mediáticas, Teatro, Poesía, Performance, Arte Sonoro",,Yes,Fuera del Universo,Sin cargo,Escénicas,,CAD,,False,,,False
Residencia | Programa Artistas en Residencia de Invierno 2026,Residencia | Programa Artistas en Residencia de Invierno 2026,,https://www.artconnect.com/opportunity/I0AUQJERsEBRh8BInF6cu,EEUU,"April 14, 2025",Yes, McColl Center,Residencia,"April 8, 2025 9:04 AM",,No,https://mccollcenter.org/programs/residency,"Dirigido a artistas visuales, escritores y cineastas mayores de 18 años. Requiere pago. Los artistas pueden trabajar en dibujo, pintura, escultura, fotografía, cine, video, nuevos medios, palabra escrita o hablada o prácticas interdisciplinarias. Abierto a artistas de todo el mundo, incluyendo América Latina. ","Visuales, Literatura, Diseño, ",,No,,Pago,Diseño,,USD,,False,,,False
2025-2026 Sculpture On Loan Program,Convocatoria | Programa de Préstamo de Esculturas 2025-2026,,https://www.artconnect.com/opportunity/lWaiPN4YtdwF17jZ1lu8G,EEUU,"April 14, 2025",Yes,Ciudad de Westminster,Convocatoria,"April 8, 2025 9:04 AM",,No,https://artist.callforentry.org/festivals_unique_info.php?ID=15070,"Dirigido a escultores de cualquier nivel. No requiere pago. Disciplina: escultura. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.","Visuales, Escultura",,No,Falopa,Sin cargo,Visuales,,USD,,False,,,False
Convocatoria | Exposición Online The Assembled Image,Convocatoria | Exposición Online The Assembled Image,,https://www.artconnect.com/opportunity/FvjUd4o_FMWMBQg2M-OcK,EEUU,"April 15, 2025",Yes,The Chateau Gallery,Convocatoria,"April 8, 2025 9:05 AM",,No,https://chateaugallery.com/call-for-entries/the-assembled-image,"Dirigido a artistas visuales interesados en la creación a partir de imágenes ensambladas (collage, fotomontaje, medios mixtos, etc.). Requiere pago para participar. Disciplinas: artes visuales y digitales. Está abierto a artistas de todo el mundo, incluyendo Latinoamérica.","Visuales, Fotografía",,No,Falopa,Pago,Visuales,,USD,,False,,,False
Residencia | Brashnar Artist-In-Residence,Residencia | Brashnar Artist-In-Residence,,https://www.artconnect.com/opportunity/EJrqm6VmcLzHG21SSiAEX,Macedonia,"April 15, 2025",Yes,Brashnar Creative Project,Residencia,"April 8, 2025 9:05 AM",,No,https://www.brashnarcreativeproject.org/bair,"Dirigido a artistas visuales, literarios, musicales y performativos de todo el mundo. La residencia tiene un costo mensual. Pueden postularse candidatos en los siguientes campos: dibujo, pintura, grabado, técnicas mixtas, nuevos medios, fotografía digital, escultura/instalación, land art, encuadernación, artesanía y diseño, arte textil, performance/videoarte, artes interdisciplinarias, literatura, prácticas socialmente comprometidas e investigación cultural."," Visuales, Nuevos Medios, Literatura, Investigación",,No,,Pago,Visuales,,,,False,,,False
"Premio | Advancement Awards For Art, Science & Ecology 2025/26","Premio | Advancement Awards For Art, Science & Ecology 2025/26",,https://www.artconnect.com/opportunity/ntyGK_uPLNbEhKUQX29aR,Alemania,"April 15, 2025",Yes,Fundación Arthur Boskamp,Premio,"April 8, 2025 9:06 AM",,No,https://www.m1-hohenlockstedt.de/en/foerderpreise/forderpreise-202526/,"Dirigido a artistas que trabajan en la intersección del arte, la ciencia y la ecología. Disciplinas: Artes visuales y proyectos interdisciplinarios. Los solicitantes deben haber nacido o residir en el norte de Alemania (Schleswig-Holstein, Hamburgo, Mecklemburgo-Pomerania Occidental, Bremen o Niedersachsen), o haber obtenido su título universitario en esta región, o haber establecido una conexión con esta región en su trabajo artístico anterior.","Visuales, Ciencia, Ecología",,No,Fuera del Universo,Sin cargo,Visuales,,EUR,,False,,,False
Premio | 2025 Art Prize: Magic And Ritual,Premio | 2025 Art Prize: Magic And Ritual,,https://www.artconnect.com/opportunity/2KH6C3_LYpnBQgWNZaxr0,Alemania,"April 15, 2025",Yes,Bernd & Gisela Rosenheim-Foundation,Premio,"April 8, 2025 9:06 AM",,No,https://www.rosenheim-kunstpreis.de/?utm_campaign=oldsite,Dirigido a artistas residentes en Europa. Temática del concurso es Magia y Ritual. Disciplina: Pintura. El premio en metálico es de 5.000 euros. Del 29 de noviembre de 2025 al 8 de enero de 2026 se realizará una exposición para los artistas premiados y preseleccionados en la galería de la Casa de Historia de la Ciudad de Offenbach am Main.,"Visuales, Pintura",,No,,Sin cargo,Visuales,5000.0,EUR,5400.0,True,,,False
Fondos | Prodanza  ,Fondos | Prodanza ,Destacar,https://buenosaires.gob.ar/cultura/impulso-cultural/como-participo,Argentina,"April 30, 2025",Yes,Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires,Fondos,"April 8, 2025 9:43 PM",,No,https://buenosaires.gob.ar/cultura/impulso-cultural/como-participo,"Dirigida a compañías o grupos con trayectoria, elencos o coreógrafos con proyectos puntuales, salas teatrales no oficiales y asociaciones culturales de la Ciudad Autónoma de Buenos Aires. Las líneas incluyen: Grupos estables, hasta $6.200.000 para estrenos y $2.500.000 para reposiciones o primeros proyectos; Proyectos puntuales, hasta $3.500.000 para estrenos y $2.500.000 para reposiciones o primeras producciones; Salas no oficiales y espacios no convencionales, para gastos de programación, infraestructura y equipamiento, sin tope presupuestario; Asociaciones y entidades culturales: para iniciativas vinculadas a la investigación, formación, trabajo en red, circulación, entre otros, también sin tope presupuestario.","Escénicas, Danza",,No,,Sin cargo,Escénicas,6200000.0,ARS,6820.0,True,,,False
Fondos | Proteatro,Fondos | Proteatro,Destacar,https://buenosaires.gob.ar/proteatro/como-participo,Argentina,"April 16, 2025",Yes,Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires,Fondos,"April 8, 2025 10:03 PM",,No,https://buenosaires.gob.ar/proteatro/como-participo,"Podrán postularse salas teatrales no oficiales para proyectos de mejora, equipamiento o adecuación técnica; grupos eventuales que deseen producir obras con estreno entre enero y junio de 2025, ya sea de forma presencial o virtual; y proyectos especiales de interés para la comunidad teatral, con inicio de actividades en el mismo período y una duración de hasta un año. Los requisitos generales para participar son ser mayor de edad y tener domicilio en CABA, ya sea como persona física o jurídica. Para la línea de Grupos de Teatro Estables, se requiere contar con el Registro definitivo de Proteatro. ","Escénicas, Teatro",,No,,Sin cargo,Escénicas,,ARS,,False,,,False
Premio |  XLIX Certamen Literario Ciudad de Martos ,Premio |  XLIX Certamen Literario Ciudad de Martos ,,https://martos.es/convocatoria-de-martos-cultural-2025/,España,"May 27, 2025",Yes,Ayuntamiento de Martos,Premio,"April 11, 2025 6:03 PM",,No,https://martos.es/convocatoria-de-martos-cultural-2025/,"Podrán participar en el certamen todas las personas físicas, mayores de edad, que lo deseen, siempre que sus obras se presenten escritas en castellano. La modalidad obligatoria será un relato, original, inédito y que no haya sido premiado ni publicado (íntegra o parcialmente) en ningún otro certamen ni en formato digital. Los autores elegirán libremente el tema y su correspondiente tratamiento formal. Premio 3000 Euros.",Literatura,,No,,Sin cargo,Literatura,0.0,EUR,0.0,False,,,False
Premio | XLVI Certamen de Poesía Manuel Garrido Chamorro,Premio | XLVI Certamen de Poesía Manuel Garrido Chamorro,,https://martos.es/convocatoria-de-martos-cultural-2025/,España,"May 27, 2025",Yes,Ayuntamiento de Martos,Premio,"April 11, 2025 6:17 PM",,No,https://martos.es/convocatoria-de-martos-cultural-2025/,"Dirigido a a los escritores y escritoras de poesía, mayores de edad, siempre que sus obras se presenten escritas en castellano.  La modalidad obligatoria será un trabajo, original, inédito y que no haya sido premiado ni publicado (íntegra o parcialmente) en ningún otro certamen ni en formato digital. Los autores elegirán libremente el tema y su correspondiente tratamiento formal. La extensión del trabajo no podrá ser inferior a 150 versos ni superior a 200. Premio: 1.000 euros","Literatura, Poesía",,No,,Sin cargo,Literatura,1000.0,EUR,1080.0,True,,,False
Residencia | Residències B-Murals 2026,Residencia | Residències B-Murals 2026,,https://www.arteinformado.com/agenda/f/residncies-b-murals-2026-236896,España,"September 30, 2025",Yes,B-Murals Centre d'Art Urbà,Residencia,"April 12, 2025 11:25 PM",,No,https://www.bmurals.com/convocatorias,"Dirigida principalmente a artistas visuales y plásticos,
pero también artistas multidisciplinares que puedan aplicar su trabajo al espacio público: arte urbano, artes visuales, investigación artística y proyectos interdisciplinarios. El artista seleccionado deberá abonar un cuota mensual. Las residencias se proponen en bloques indivisibles de 3 meses.","Visuales, Arte Urbano, Investigación, Interdisciplanario",,No,,Sin cargo,Visuales,,EUR,,False,,,False
Convocatoria | SANFIC 21 Santiago International Film Festival,Convocatoria | SANFIC 21 Santiago International Film Festival,,https://festhome.com/festival/624,Chile,"May 26, 2025",Yes,"Storyboard Media, Ministerio de las Culturas, las Artes y Fundación Corpartes",Convocatoria,"April 12, 2025 11:32 PM",,No,http://www.sanfic.com,"Inscripciones abiertas para largometrajes de ficción y documentales, nacionales e internacionales, y  para cortometrajes únicamente chilenos. Todas las producciones deben haber sido terminadas después del 1 de Febrero de 2024. La inscripción no tiene costo para las producciones nacionales. Para las producciones internacionales la inscripción tendrá un costo de USD 30.","Cine, Largometrajes, Ficción, Documental, Cortometrajes",,No,,Sin cargo,Cine,30.0,CLP,0.033,False,,0.0,False
Residencia | Beca de Residencia Fondazione Pistoletto,Residencia | Beca de Residencia Fondazione Pistoletto,,https://hipermedula.org/2025/04/beca-de-residencia-fondazione-pistoletto-bienalsur/,Argentina,"May 11, 2025",Yes,UNIDEE y BIENALSUR,Residencia,"April 12, 2025 11:32 PM",,No,https://bienalsur.org/es/today/165,"Dirigido a artistas argentinos emergentes menores de 35 años interesados en arte y transformación social. No requiere pago para postular. Disciplinas: arte socialmente comprometido, práctica social, curaduría y organización comunitaria. No está abierto a artistas de otros países de Latinoamérica.",Multidisciplinar,,Yes,,Sin cargo,Otras,,ARS,,False,,,False
Beca | Becas de la Processing Foundation,Beca | Becas de la Processing Foundation,,https://hipermedula.org/2025/04/becas-de-la-processing-foundation/,EEUU,"May 2, 2025",Yes,Processing Foundation,Beca,"April 12, 2025 11:32 PM",,No,https://processingfoundation.org/fellowships,"Dirigido a personas y colectivos que trabajan con codificación creativa, ficción interactiva, medios basados en el tiempo y presentaciones en vivo a proponer proyectos artísticos o técnicos que exploren enfoques innovadores para contar historias a través de datos. Tema: Data Storytelling. Se ofrecen dos becas de Processing Foundation completamente remotas y una beca de Extended Realities en persona en Los Ángeles, California. Los becarios recibirán apoyo a través de un estipendio de $10,000, tutoría, talleres, programas públicos y oportunidades de participación comunitaria.","Multidisciplinar, Tecnología, Data Storytelling, Nuevos medios, Realidad aumentada, ",,No,,Sin cargo,Otras,10000.0,USD,10000.0,True,10000.0,2500.0,True
