Nombre,Resumen generado por la IA,País,Fecha de cierre,Entidad,Og_Resumida,Base URL,Categoría,Disciplina,Disciplina Limpia,Inscripcion,Monto,Moneda,Monto_USD,Inscripcion_USD_web
Convocatoria | Tate Papers 37: Mother Lines,Convocatoria | Tate Papers 37: Mother Lines,Reino Unido,"may 12, 2025",Tate Gallery,"Tate Papers busca contribuciones para su edición especial ""Mother Lines"" que explora conexiones transgeneracionales y conocimiento ancestral en el arte. La convocatoria está dirigida a investigadores y artistas interesados en temas como matrilineaje, repatriación e historias transnacionales interconectadas. No se especifica explícitamente, parece estar abierta a participantes internacionales dada su naturaleza de publicación académica sobre arte transnacional.",https://www.tate.org.uk/research/tate-papers/calls-for-papers,Convocatoria,"Otras, Investigación, Curaduría",Otras,Sin cargo,,,,
Fondos | Fondo Metropolitano 2025,Fondos | Fondo Metropolitano 2025,Argentina,"may 26, 2025",Ministerio de Cultura de la Ciudad de Buenos Aires,"Subsidio para proyectos culturales, científicos y de infraestructura en la Ciudad Autónoma de Buenos Aires. Está dirigido a personas físicas, jurídicas o consorcios con domicilio en CABA, incluyendo asociaciones sin personería jurídica que deben presentarse a través de una persona responsable. Abierta la convocatoria en cinco líneas de financiamiento: Creación; Funcionamiento de espacios culturales; Infraestructura cultural; Eventos culturales; y Cooperación sociocultural, formación y capacitación. Es exclusivo para la ciudad de Buenos Aires.",https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Fondos,Multidisciplinar,Otras,Sin cargo,Estimar,ARS,,
Premio | XIII Concurso de Pintura Ernesto Goday,Premio | XIII Concurso de Pintura Ernesto Goday,España,"September 30, 2025",Concejalía de Cultura del Ayuntamiento de O Grove (Pontevedra),"Dirigido a personas físicas mayores de edad, excepto ganadores de las tres últimas ediciones (X a XII)[. No se menciona pago para participar. La disciplina artística es exclusivamente pintura, con obras que deben ser originales e inéditas. No se especifica si está abierto para artistas de Latinoamérica, aunque no hay restricciones geográficas explícitas en las bases consultadas.",https://concellodogrove.es/upload/userfiles/suneditor/files/e04297Galego._BASES_XIII_CONCURSO_DE_PINTURA_ERNESTO_GODAY.pdf,Premio,"Visuales, Pintura",Visuales,Sin cargo,3000,EUR,3541.91,
Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,España,"June 15, 2025",La Fiambrera Art Gallery,"Dirigido a artistas de cualquier nacionalidad mayores de 18 años, requiere pago de inscripción, e involucra disciplinas de pintura, ilustración y fotografía bajo la estética pop art. La oportunidad está abierta a artistas de Latinoamérica.",https://app.datarte.art/convocatorias/exposicion-arte-galeria-madrid-pop-art-2025,Convocatoria,Visuales,Visuales,Sin cargo,,EUR,,
"Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia","Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia",Argentina,"may 31, 2025",FotoCreativaBA,"Dirigida a fotógrafos de Argentina, Grecia y Eslovaquia a presentar sus obras de fotografía y videoarte expandidas con temática libre. Las obras seleccionadas formarán parte de una exposición que se presentará en las siguientes galerías: Art Place Greece (Grecia) en julio/agosto de 2025; FotoCreativaBA (Argentina) en septiembre/octubre de 2025; y Galería Koniareň (Eslovaquia) en fechas a determinar en 2025. La organización solicitará el pago de 90 € por artista para gastos de producción, transporte y gestión. Para propuestas de videoarte: No se requerirá el pago de la producción, el envío ni la gestión.",https://www.fotocreativaba.com/opencall-exhibition,Convocatoria,"Visuales, Fotografía, Videoarte",Cine,Sin cargo,90.0,EUR,97.2,
Convocatoria | III South International Series Fest 2025,Convocatoria | III South International Series Fest 2025,España,"June 1, 2025",South International Series Festival,"Dirigido a profesionales del sector audiovisual para inscribir primeros capítulos de Series, Docuseries, Nuevos Formatos Unscripted de más de un 2 capítulos no estrenadas en España. Las secciones son: Sección Oficial Ficción: Serie de ficción no estrenadas en España de, al menos, 2 capítulos disponibles (min 30 min por capítulo) o 4 capítulos disponibles (minimo 15 min por capítulo). y Sección Oficial No Ficción: Docuseries, nuevos formatos factual o unscripted no estrenadas en España de más de 2 capítulos. Los proyectos en desarrollo solo pueden postularse a través de la sección South Boost. El Festival se celebrará del 12 al 17 de septiembre de 2025 en la ciudad de Cádiz, España.",https://southseriesfest.com/inscribe-tu-proyecto/,Convocatoria,"Cine, Series",Cine,Sin cargo,,EUR,,0.0
Convocatoria | X FICVI Festival Internacional de Curtmetratges de Vila-seca,Convocatoria | X FICVI Festival Internacional de Curtmetratges de Vila-seca,España,"June 8, 2025",Patronato de Turismo de Vila-seca,"Dirigida a cineastas nacionales e internacionales a participar con cortometrajes de hasta 30 minutos en los géneros de ficción, documental o animación, priorizando propuestas emergentes, diversas y atrevidas. La programación se divide en dos secciones competitivas: la Selección Oficial, para obras estrenadas después del 1 de julio de 2023 y no proyectadas previamente en España; y IN SITU, destinada a cortos de hasta 3 minutos realizados por habitantes de Vila-seca y Tarragona, con taller formativo incluido. La paridad de género será considerada en la selección. Entre los premios destacan varios reconocimientos con dotación económica y la preselección a los Premios Goya. La X edición del FICVI se celebrará del 17 al 26 de octubre de 2025.",http://www.ficvi.cat,Convocatoria,"Cine, Cortometrajes",Cine,Sin cargo,,EUR,,0.0
Convocatoria | 57° Festival de Cine Documental Alcances,Convocatoria | 57° Festival de Cine Documental Alcances,España,"June 13, 2025",Festival Alcances Festival de Cine Documental de Cádiz.,"Podrán inscribirse para participar películas documentales de producción española o con coproducción española realizadas con posterioridad al 1 de junio de 2024. No se admiten películas de ficción, publicitarias, institucionales o reportajes periodísticos. No existen limitaciones en cuanto a la temática de las obras. Las obras se clasificarán en dos categorías:Largometraje documental: Películas de duración superior a 45 minutos.Cortometraje documental: Películas de duración hasta 45 minutos. Las fechas de celebración de la 57º Edición del Festival Alcances serán entre el 26 de septiembre y el 3 de octubre de 2025.",http://www.alcances.org/,Convocatoria,"Cine, Documental",Cine,Sin cargo,,EUR,,0.0
Residencia | Residencias de Creación e Investigación Artística,Residencia | Residencias de Creación e Investigación Artística,España,"June 29, 2025",Museo de la Universidad de Alicante,"El objeto de la convocatoria es la concesión de cinco ayudas para la realización de cinco proyectos artísticos en el Museo de la Universidad de Alicante. Las residencias se realizarán del 8 al 19 de septiembre de 2025. Podrán participar artistas o colectivos de cualquier edad y nacionalidad. Abierto a cualquier disciplina artística dentro de las artes visuales. Se conceden un total de cinco ayudas; tres de ellas están dotadas de 500€ brutos para la producción de los proyectos; y dos, además de los 500€, incluye una dotación de 1000€ brutos en concepto de gastos de transporte, alojamiento y dietas.",https://mua.ua.es/residencias/,Residencia,Visuales,Visuales,Sin cargo,4500.00,EUR,5312.56,
Residencia | Residencia Brújula Incansable 2025,Residencia | Residencia Brújula Incansable 2025,Argentina,"may 31, 2025",Brújula Invisible,"Artistas que trabajen en arte sonoro, música experimental, disciplinas visuales, artes plásticas, entre otros. Interesadas en explorar el uso de formatos analógicos, nuevas tecnologías o en dialogar con el entorno natural del Valle de Punilla.",https://brujulainvisiblega.wixsite.com/brujulainvisible/residencia,Residencia,"Música, Visuales, Arte Sonoro, Experimental",Música,Pago,,ARS,,
Convocatoria | Festival Internacional de Fotografía Fotonoche Córdoba 2025,Convocatoria | Festival Internacional de Fotografía Fotonoche Córdoba 2025,Argentina,"may 23, 2025",Festival Fotonoche Córdoba - Alcobendas,"Dirigida a fotógrafos mayores de 18 años de toda Latinoamérica para participar en su segunda edición. Cada participante podrá enviar un único proyecto, consistente en una serie fotográfica compuesta entre 15 y 20 fotografías. La temática es libre. Serán seleccionados en esta convocatoria un total de 12 proyectos. El festival se celebrará el viernes 4 de julio en el Centro Cultural UNC de la ciudad de Córdoba, Argentina, coincidiendo con el festival homónimo que se realiza en Alcobendas, Madrid; una proyección colectiva que unirá el trabajo de artistas consagrados y emergentes.",https://www.instagram.com/photographyfestivals/p/DIT-U3AoeGp/,Convocatoria,"Visuales, Fotografía",Visuales,Sin cargo,,ARS,,
Premio | 20.ª edición del Premio Minotauro 2026,Premio | 20.ª edición del Premio Minotauro 2026,España,"may 16, 2025","Editorial Minotauro. Editorial Planeta, S.A.","Dirigido a escritores mayores de edad de cualquier nacionalidad. 
Genero: ciencia ficción, fantasía y terror.  Las obras deben ser inéditas, autoconclusivas, originales y escritas en lengua española. Se otorgará un premio de 6.000 EUROS a la novela que se
considere con mayores merecimientos. La obra ganadora será publicada por el sello Minotauro.",https://www.planetadelibros.com/premios/premio-minotauro/6#bases,Premio,"Literatura, ciencia ficción, fantasía, terror",Literatura,Sin cargo,6000.0,EUR,6480.0,
Residencia | Taller de Revisión de Guion 2025,Residencia | Taller de Revisión de Guion 2025,México,"June 15, 2025",Cine Qua Non Lab,"Dirigido a cineastas independientes de todo el mundo que estén desarrollando guiones de largometraje de ficción. Para postular es necesario pagar una cuota no reembolsable de 40 USD. La disciplina es cine/guion cinematográfico. Está abierto para cineastas de Latinoamérica y de todo el mundo, con requisito de buen dominio del español. El Fondo Iberoamericano de Ayuda IBERMEDIA otorgará 12 becas, que cubrirán íntegramente la cuota de participación en el taller. Las personas que reciban la beca IBERMEDIA deberán hacerse cargo únicamente del pago de la cuota de inscripción de 500 USD y de sus gastos de viaje hasta la residencia, así como seguro médico. El taller-residencia tendrá lugar del miércoles 12 noviembre al miércoles 26 de noviembre de 2025.",https://cqnl.org/es/taller-revision-guion-es/,Residencia,"Cine, Guión",Cine,Pago,40.0,MXN,2.28,
"Convocatoria | Festival ""Visioni di futuro, visioni di teatro"" 2026","Convocatoria | Festival ""Visioni di futuro, visioni di teatro"" 2026",Italia,"June 4, 2025",La Baracca – Testoni Ragazzi,"Convocatoria internacional dirigida a compañías de artes escénicas que presenten producciones para la primera infancia (0-6 años). El festival se celebrará en Bolonia del 8 al 15 de marzo de 2026. No se menciona pago para participar y está abierto a producciones internacionales, incluyendo artistas latinoamericanos.",https://www.testoniragazzi.it/call-visioni-2026/,Convocatoria,"Escénicas, Teatro Infantil ",Escénicas,Sin cargo,,EUR,,
Premio | 13ª edición del Premio Internacional de Fotografía,Premio | 13ª edición del Premio Internacional de Fotografía,España,"may 24, 2025",Ayuntamiento de Las Palmas de Gran Canaria,"Dirigido a fotógrafos de cualquier nacionalidad que deseen presentar obras originales e inéditas. Las fotografías no deben haber sido premiadas en otros certámenes. No se admitirán imágenes generadas con inteligencia artificial ni aquellas que resulten irrespetuosas o vulneren derechos de terceros. La técnica y temática son libres, se aceptan trabajos en blanco y negro o en color, y cada participante podrá presentar un máximo de dos fotografías dentro de una única categoría. Premios de 2800 €, 1200 € y 500 €, el primer, segundo y tercer premio respectivamente.",https://lpacultura.com/events/13o-premio-internacional-de-fotografia-ciudad-de-las-palmas-de-gran-canaria,Premio,"Visuales, Fotografía",Visuales,Sin cargo,800.0,EUR,864.0,
Premio | Premio Internacional de Novela de Misterio e intriga Ciudad de Las Palmas de Gran Canaria,Premio | Premio Internacional de Novela de Misterio e intriga Ciudad de Las Palmas de Gran Canaria,España,"may 29, 2025",Ayuntamiento de Las Palmas de Gran Canaria,"Dirigido a escritores de cualquier nacionalidad que presenten sus obras escritas en castellano, con contenidos propios del género, novela de misterio e intriga. Cada autor/a podrá presentar una sola obra, con una extensión comprendida entre 150 y 200 páginas. Los originales deben ser inéditos. El original que opte al premio no podrá haber sido presentado a otro certamen de similares características. La dotación del premio es de 10.000 euros, e incluye asimismo la publicación de la obra.",https://lpacultura.com/events/6o-premio-internacional-de-novela-de-misterio-e-intriga-ciudad-de-las-palmas-de-gran-canaria,Premio,"Literatura, Novela, Misterio, Intriga",Literatura,Sin cargo,10000.0,EUR,10800.0,
Residencia | Toga da wôhnagabi: Residencia de Creación Musical 2026,Residencia | Toga da wôhnagabi: Residencia de Creación Musical 2026,Canadá,"August 20, 2025",Banff Centre,"Dirigida a músicos, cantautores, compositores y creadores indígenas de todos los géneros musicales. Abierto a pueblos indígenas de todas las regiones: local, nacional e internacional. Los solicitantes deben tener uno o más proyectos completados y estar trabajando en un nuevo proyecto. Diseñado para artistas solistas y dúos. La disciplina artística involucrada es la música en todos sus géneros. Tarifa de solicitud de $35 para solicitantes que se identifiquen como indígenas.",https://www.banffcentre.ca/programs/indigenous-arts/toga-da-wohnagabi-music-creation-residency-2026,Residencia,Música,Música,Pago,35.0,CAD,,
Apoyo | Ayudas para proyectos de salvaguarda del patrimonio cultural inmaterial,Apoyo | Ayudas para proyectos de salvaguarda del patrimonio cultural inmaterial,España,"may 29, 2025",Ministerio de Cultura de España,"Dirigido a entidades sin ánimo de lucro legalmente constituidas; no requiere pago para participar. Disciplinas: documentación, investigación, transmisión y promoción del patrimonio cultural inmaterial. No está abierta a artistas de Latinoamérica, solo a entidades establecidas en el país de la convocatoria.",https://www.recursosculturales.com/ayudas-patrimonio-cultural-inmaterial/,Apoyo,"Otras, Patrimonio, Investigación",Otras,Sin cargo,234000.00,EUR,276252.88,
Residencia | Residencias R.A.R.O. en Bogotá,Residencia | Residencias R.A.R.O. en Bogotá,Colombia,"may 26, 2025",R.A.R.O. (Residencias Artísticas Raramente Organizadas),"Dirigido a artistas, curadores, gestores, investigadores y profesionales de las artes de cualquier nacionalidad. Se ofrece  1 (una) beca completa para artistas de cualquier nacionalidad y 1 (una) beca completa para exalumnos de RARO y estudios en red. Disciplinas: multidisciplinar, abarca varias ramas artísticas. Abierto a artistas de Latinoamérica. Residencia del 8 de julio al 18 de agosto de 2025.",https://www.esraro.com/en/bogota,Residencia,"Visuales, Otras",Visuales,Sin cargo,,COP,Residencia,
Beca | Ayudas REGA para Residencias artísticas del Gaiás 2025,Beca | Ayudas REGA para Residencias artísticas del Gaiás 2025,España,"may 23, 2025",Xunta de Galicia | Fundación Cidade da Cultura,"Dirigidas a cualquier persona interesada en realizar un proyecto artístico vinculado a una de cinco categorías. Disciplinas: artes digitales, artes visuales, escénicas, música y diseño. Cada proyecto seleccionado recibirá una ayuda de 8.000€, que incluye el desarrollo, gastos de transporte, estancia, manutención y gastos da presentación pública del resultado de la residencia. Las residencias tendrán una duración de entre tres semanas y mes y medio máximo, y se realizarán entre los meses de septiembre y noviembre de 2025 en la Cidade da Cultura, en Santiago de Compostela. No se especifica si está abierta para artistas latinoamericanos.",https://www.cidadedacultura.gal/es/evento/ayudas-rega-2025-residencias-artisticas-del-gaias,Beca,"Música, Escénicas, Visuales, Diseño",Música,Sin cargo,48000,EUR,56667.26,
Convocatoria | Trallallero Festival 2025,Convocatoria | Trallallero Festival 2025,Italia,"June 15, 2025",Trallallero Festival - Teatro al Quadrato,"Dirigido a artistas y compañías que presenten espectáculos para público infantil y juvenil (0-14 años) en disciplinas de artes escénicas como teatro, música, danza, teatro de figura y circo. No requiere pago para participar. Abierto internacionalmente, incluyendo artistas de Latinoamérica. El Festival se llevará a cabo del 11 al 19 de octubre de 2025 en Italia: Artegna, Gemona del Friuli, Tarcento (UD).",https://www.trallallerofestival.com/en/trallallero-festival-english/,Convocatoria,"Escénicas, Teatro Infantil y Juvenil",Escénicas,Sin cargo,800,EUR,944.45,
Residencia | SIT-PLU: 2026–2027 Research Residencies and Context-specific Artistic Interventions,Residencia | SIT-PLU: 2026–2027 Research Residencies and Context-specific Artistic Interventions,Múltiples Países,"June 20, 2025",Prácticas Creativas Situadas para el Pluriverso (SIT-PLU),"Dirigida artistas y profesionales creativos que deseen desarrollar proyectos de intervención creativa y mediación cultural interactuando durante un año con contextos específicos (sociales, geográficos, históricos) en diversas instituciones en Países Bajos, Italia y España, abordando temas como discapacidades, paisajes fluviales o zonas de sacrificio. Se valora que los proyectos dejen una huella distintiva en el territorio, fomenten nuevas audiencias y la diversidad. Los seleccionados recibirán una remuneración de €13.500 (sin incluir viajes) y un presupuesto de producción, con postulaciones individuales.",https://sitplu.substack.com/p/open-call-sit-plu-residencies,Residencia,Multidisciplinar,Otras,Sin cargo,13500.0,EUR,79688.33,
Convocatoria | Lighthouse Calls for Community-focused Artworks on Aquatic Environments,Convocatoria | Lighthouse Calls for Community-focused Artworks on Aquatic Environments,Alemania,"June 14, 2025",TIDAL ArtS -  EU,"Dirigido a artistas, colectivos y creativos de toda Europa que recibirán subvenciones de 15.000 € para crear obras de arte centradas en la comunidad. Los proyectos seleccionados deben conectar a la ciudadanía con sus entornos acuáticos y concienciar sobre los desafíos ambientales a través de la expresión artística. Se seleccionarán cinco artistas de cada una de las cuatro regiones designadas como ""Faro"": Atlántico-Ártico, Mediterráneo, Báltico-Mar del Norte y Danubio-Mar Negro. Los proyectos deben completarse antes de junio de 2026 e implicar la colaboración de científicos, educadores y comunidades.",https://tidalarts.eu/lighthouse-calls/,Convocatoria,Multidisciplinar,Otras,Sin cargo,15000.0,EUR,17708.52,
Convocatoria | Hyundai Blue Prize+ 2025,Convocatoria | Hyundai Blue Prize+ 2025,China,"June 8, 2025",Hyundai Motorstudio Beijing,"Dirigido a curadores emergentes o colectivos curatoriales de todo el mundo con conexión al contexto asiático, incluyendo descendientes asiáticos residentes fuera de la región. No requiere pago. Disciplina: curaduría de exposiciones de arte contemporáneo. Está abierta a curadores de Latinoamérica siempre que cumplan con los criterios de elegibilidad relacionados con Asia.",https://artlab.hyundai.com/project/hyundai-blue-prize-open-call,Convocatoria,"Otras, Curaduría",Otras,Sin cargo,,CNY,110000.00,
Oportunidad | Les Percussions de Strasbourg: Artistic Director Job,Oportunidad | Les Percussions de Strasbourg: Artistic Director Job,Francia,"July 6, 2025",Les Percussions de Strasbourg,"Les Percussions de Strasbourg busca director artístico. Dirigido a  artista (músico, compositor) de talla nacional e internacional, con especial atención a los percusionistas. Se requiere un amplio conocimiento y una visión personal del repertorio musical contemporáneo, así como una sólida integración en redes institucionales y artísticas internacionales. Las personas interesadas deben poseer valores sólidos, capacidad para motivar y liderar un equipo, y fluidez en francés e inglés (se valora el alemán).",https://www.percussionsdestrasbourg.com/wp-content/uploads/2025/04/Les-Percussions-de-Strasbourg-is-hiring-their-artistic-director-3.pdf,Oportunidad,Música,Música,Sin cargo,,EUR,,
Convocatoria | 17.º Concurso Internacional del Salón ARC,Convocatoria | 17.º Concurso Internacional del Salón ARC,EEUU,"June 12, 2025",Art Renewal Center,"Dirigido a artistas de todo el mundo, sin restricciones geográficas. La inscripción tiene un costo: la primera entrada cuesta $93 (e incluye una copia del libro del Salón ARC), mientras que las entradas adicionales tienen tarifas reducidas, y hay un precio especial de $28 para adolescentes de entre 13 y 19 años. Las disciplinas abarcadas incluyen figurativo, retrato, realismo imaginativo, dibujo, paisaje, naturaleza muerta, pintura al aire libre, escultura, animales y una categoría especial para adolescentes. Para participar, las obras deben ser originales, creadas en los últimos tres años, y no se aceptan copias, arte digital ni fotografías; se exige un enfoque representativo, desde lo realista hasta lo imaginativo.",https://www.artrenewal.org/arc-salon-application#/,Convocatoria,Visuales,Visuales,Pago,,USD,130000.00,
Beca | JBSF 2025 Grant for Sculpture,Beca | JBSF 2025 Grant for Sculpture,EEUU,"may 31, 2025",Fundación Jonathan y Barbara Silver,"Dirigida a escultores, ciudadanos o residentes permanente de los Estados Unidos, o tener una visa O-1. No deberán estar inscritos en programas que otorga títulos universitarios. Los solicitantes deberán presentar una propuesta que consta de una breve descripción del proyecto (hasta 50 palabras), una descripción más extensa (hasta 300 palabras), un CV, una biografía (opcional) y enlaces a su sitio web (si corresponde). La propuesta corresponde a un proyecto (o nueva obra) que finalizará en 2026. El proyecto propuesto no debe tener como objetivo la promoción, documentación o conservación de trabajos existentes.     ",https://jonathanandbarbarasilverfoundation.org/application/,Beca,"Visuales, Escultura",Visuales,Sin cargo,,USD,,
Residencia | Wassaic Project 2026 Residency Program,Residencia | Wassaic Project 2026 Residency Program,EEUU,"June 2, 2025",Wassaic Project,"Dirigido a artistas visuales, escritores, músicos, cineastas y bailarines de cualquier nacionalidad, incluyendo artistas de Latinoamérica. La Residencia | Wassaic Project 2026 Residency Program requiere un pago según escala variable ($0–900). Disciplinas involucradas: artes visuales, literatura, música, cine y danza.",https://www.wassaicproject.org/apply,Residencia,Multidisciplinar,Otras,Pago,Residencia,USD,0.0,25
Beca | Beca de investigación en danza: Bill T. Jones 2025-26,Beca | Beca de investigación en danza: Bill T. Jones 2025-26,EEUU,"may 15, 2025",Biblioteca Pública de Nueva York,"Dirigida a académicos y profesionales de la danza interesados en explorar el legado y la obra de Bill T. Jones, a través de los archivos de la Bill T. Jones/Arnie Zane Dance Company conservados en la División de Danza Jerome Robbins. Para postular, se requiere una solicitud completa con carta de recomendación, formulario, propuesta de proyecto y CV abreviado (máximo 5 páginas), detallando el enfoque del trabajo y los materiales específicos del archivo a consultar. La beca otorga $10,000 y brinda acompañamiento profesional, así como la oportunidad de presentar los resultados en un simposio público.",https://www.nypl.org/about/fellowships-institutes/lpa-dance-research-fellowship,Beca,"Escénicas, Danza, Investigación",Escénicas,Sin cargo,60000.00,USD,60000.00,
Residencia | The Studios of Key West: Artist Residencies 2025-2026,Residencia | The Studios of Key West: Artist Residencies 2025-2026,EEUU,"may 15, 2025",The Studios of Key West,"Programa de residencias para a artistas visuales, escritores, compositores, músicos, artistas multimedia, intérpretes y artistas interdisciplinarios de todo el mundo. Se aceptan solicitudes para residencias que se realizarán entre octubre de 2025 y agosto de 2026. La cuota de solicitud es de $45 y se destina al programa. La residencia es gratuita una vez que el artista es aceptado en el programa. Sin embargo, los artistas son responsables de su viaje a Key West, así como de sus gastos de manutención y otros gastos imprevistos.",https://tskw.org/pear-program/,Residencia,Multidisciplinar,Otras,Pago,,USD,Residencia,45.0
Convocatoria | Exposición Colectiva Wit Power. Climate Protection Instead Of Fake News,Convocatoria | Exposición Colectiva Wit Power. Climate Protection Instead Of Fake News,Alemania,"may 16, 2025",Grupo Global 3000 eV,"Se invita a artistas a presentar contribuciones para una exposición colectiva en Berlín sobre el tema Fake News. Disciplinas : objeto, escultura, instalación, fotografía, pintura, dibujo, grabado, vídeo con créditos, posibilidad de sonido. Se valora una contribución performativa, como una performance, VJ o similar, para el vernissage, la charla artística o el finissage. La exposición se realizará del 04.07 al 15.08.2025.",https://gg3.eu/en/fake-news-talking-down-the-energy-transition-with-fear-and-misinformation/,Convocatoria,Visuales,Visuales,Sin cargo,3000.00,EUR,3539.32,
Convocatoria | Descanso Gardens Curatorial Proposals,Convocatoria | Descanso Gardens Curatorial Proposals,EEUU,"may 16, 2025",Descanso Gardens,"Dirigida a curadores, artistas, colectivos, productores culturales y pensadores de todo tipo a presentar propuestas preliminares para exposiciones y programas. Tema: Propuestas inspiradas en un estudio minucioso de la historia, las políticas, la cultura, la ciencia y el arte del agua. No se menciona si esta abierto para latinoamericanos. ",https://www.descansogardens.org/visit/call-for-proposals/,Convocatoria,"Visuales, Otras, Curaduría, Gestión Cultural",Visuales,Sin cargo,,USD,,
Convocatoria | Exposición ACWF Small Works 2025,Convocatoria | Exposición ACWF Small Works 2025,EEUU,"may 16, 2025",The Arts Council Wichita Falls,"Se seleccionarán 100 obras para la exposición que se realizará en la galería West End del 1 de agosto al 4 de octubre de 2025. Las obras deben ser montables en pared y no superar los 13 x 18 cm (5” x 7”). Se aceptarán todas las técnicas: pintura, dibujo, grabado, arte digital, fotografía, medios mixtos y escultura de pared. Cuota de inscripción: 25 USD (hasta 3 obras). Además los artistas deben encargarse del envío y devolución de sus obras, incluyendo una etiqueta de retorno prepaga. Premios: $500 para el primer lugar, $250 para el segundo y $100 para el tercero.",https://artist.callforentry.org/festivals_unique_info.php?ID=15093,Convocatoria,"Visuales, Miniaturas",Visuales,Pago,1000.00,USD,1000.00,25.0
Convocatoria | Encontros da Imagem Portfolio Reviews 2025,Convocatoria | Encontros da Imagem Portfolio Reviews 2025,Portugal,"may 18, 2025",Encontros da Imagem - Festival Internacional de Fotografía y Artes Visuales,"Abierta a cualquier persona que utilice la fotografía como herramienta de expresión, independientemente de su género o nacionalidad, y que sea mayor de 18 años.  Sin tema, son elegibles todos los proyectos basados en lentes y se pueden enviar imágenes con IA, siempre que se indique. El ganador recibirá 3.000 €, una exposición individual en la edición 2026 del festival y su proyecto será publicado en la revista KATALOG. Requiere pago de inscrpción de 30 € por envío, hasta 3 envíos por persona. Si se selecciona para las Revisiones, se aplicará una cuota de inscripción adicional de 80 €.",https://site.picter.com/ei-portfolio-reviews-2025,Convocatoria,"Visuales, Fotografía",Visuales,Pago,3000.0,EUR,3240.0,
Fondos | Mecenazgo 2025,Fondos | Mecenazgo 2025,Argentina,"June 10, 2025",Ministerio de Cultura de la Ciudad de Buenos Aires,"Pueden presentarse personas humanas y personas jurídicas sin fines de lucro, tales como asociaciones civiles, fundaciones, organizaciones no gubernamentales, cuyo domicilio legal esté en en la Ciudad Autónoma de Buenos Aires o, que, el proyecto se desarrollarse sin excepción dentro de la Ciudad. Se puede presentar cualquier proyecto de investigación, capacitación, difusión, creación y producción que estén encuadrados en alguna de las 14 disciplinas artísticas/culturales: Danza; Artes visuales; Artes audiovisuales y arte digital; Teatro; Circo, mímica y afines; Literatura; Artesanías y arte popular; Diseño; Música popular; Música académica; Patrimonio Cultural; Publicaciones, radio, televisión y sitios de internet con contenido artístico y cultural; Infraestructura; Nuevas Tecnologías. 
Monto máximo para personas humanas: $22.000.000. Monto máximo para personas jurídicas: $55.000.000. En ambos casos, el Consejo de Participación Cultural puede aprobar un monto inferior al solicitado. Fondo exclusivo para la Ciudad de Buenos Aires.",https://buenosaires.gob.ar/cultura/impulso-cultural/mecenazgo,Fondos,Multidisciplinar,Otras,Sin cargo,22000000.0,ARS,24200.0,
Beca | Becas de circulación Ciclo Danza de Día 2025,Beca | Becas de circulación Ciclo Danza de Día 2025,Argentina,"June 2, 2025",Fundación Williams,"Dirigida a artistas o grupos de artistas argentinos o con residencia permanente en el país que deseen reponer obras ya estrenadas de danza contemporánea, danza performance o performance. Se otorgarán dos becas; cada proyecto seleccionado recibirá hasta $ 3.000.000 para formar parte del ciclo que se desarrollará entre 25 de junio y el 19 de julio de 2025, con funciones gratuitas y diurnas, en el espacio Azotea.ARS en la Ciudad de Buenos Aires. Las propuestas seleccionadas deben estar disponibles para realizar dos funciones, sin excepción, durante las fechas del ciclo.",https://fundacionwilliams.org.ar/becas-de-circulacion-ciclo-danza-de-dia-2025/,Beca,"Escénicas, Danza, Performance",Escénicas,Sin cargo,3000000.0,ARS,3300.0,
Convocatoria | STIFF: Call for Works for Exhibition on the Theme ‘Mark’,Convocatoria | STIFF: Call for Works for Exhibition on the Theme ‘Mark’,Croacia,"June 30, 2025",STIFF (Student International Film Festival),"Abierta para obras de arte que aborden el tema de la “marca”, creadas en diversos medios: audiovisuales, performances, trabajos participativos, trabajos digitales, fotografías, instalaciones, objetos interactivos y obras textuales que puedan interpretarse en una galería o espacio público. Dirigido a artistas, independientemente de su edad o educación formal, a postularse para participar en la exhibición en el marco del festival STIFF 2025 que se llevará a cabo del 27 al 29 de noviembre de 2025 en Rijeka, Croacia. El festival, como organizador, cubre los gastos de viaje , alojamiento y comida de un número seleccionado de artistas que pasan el proceso de selección.",https://docs.google.com/forms/d/e/1FAIpQLSfypoWCAGF7lkJpR0xefmrxW6ptqwuqYlwmayjK3J4C3YBkYA/viewform,Convocatoria,,Otras,Sin cargo,,,,
Premio | Art and Environment Prize Residency and Exhibition,Premio | Art and Environment Prize Residency and Exhibition,Francia,"July 30, 2025",Lee Ufan Arles / Maison Guerlain,Dirigido a artistas de todo el mundo con al menos una exposición individual y participación en exposiciones colectivas; no requiere pago para postularse. Disciplinas: todas las disciplinas artísticas vinculadas al arte y el medio ambiente. Incluye una beca de 2.000 EUR mensuales durante la residencia y un pago adicional de 2.000 EUR por exhibición; abierta a artistas de Latinoamérica.,https://en.leeufan-arles.org/evenements/art-environment-prize,Premio,Visuales,Visuales,Sin cargo,2000.0,EUR,2160.0,
