Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa
Residencia | Utopie Migranti Theatre Project Residency,Residencia | Utopie Migranti Theatre Project Residency ,,https://on-the-move.org/news/beyond-borders-utopie-migranti-theatre-project-residency-young-artists-emilian-romagnol-origin,Italia,"May 15, 2025",Yes,Beyond Borders,,No,"Esta convocatoria está dirigida a jóvenes de entre 18 y 35 años, de origen o ascendencia Emiliano-Romañola, que residan en el extranjero y posean un nivel intermedio de italiano. Busca personas con experiencia en artes escénicas —como teatro, danza, música, performance y artes visuales— o con habilidades en organización y comunicación vinculadas a estos campos. Se seleccionarán 6 perfiles artísticos y 2 organizativos para participar en un proyecto en Italia en 2025. Se valorará la experiencia previa y se reservará un 50% de las plazas para miembros de asociaciones de Emilia-Romagna.",,https://beyondbordersproject.net/open-call-utopie-migranti/,Residencia,"Escénicas, Teatro, Danza, Música",2025-05-03 22:18:00,,,No,No,,No,,,No,,,Sin cargo,Música,,EUR,,False
Convocatoria | AAP Magazine 48 Theme Portrait,Convocatoria | AAP Magazine 48 Theme Portrait,,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,Virtual,"May 13, 2025",Yes,All About Photo,,No,"Convocatoria dirigida a fotógrafos de cualquier nivel y nacionalidad; requiere pago para participar. Disciplina: fotografía (retrato). Abierto a artistas de todo el mundo, incluyendo Latinoamérica. Requiere pago de inscripción.",,https://www.all-about-photo.com/all-about-photo-contest.php?cid=149,Convocatoria,"Visuales, Fotografía",2025-05-03 22:22:00,,,No,No,,No,,,No,,,Pago,Visuales,,,,False
Convocatoria | Illuminate The Night 2025,Convocatoria | Illuminate The Night 2025,,https://nuitblanchewinnipeg.ca/,EEUU,"June 6, 2025",Yes,Nuit Blanche Winnipeg,,No,"Dirigido a artistas individuales o colectivos de cualquier país, incluida Latinoamérica. No requiere pago para participar. Disciplinas: artes visuales y proyectos interdisciplinarios relacionados con arte contemporáneo.",,https://nuitblanchewinnipeg.ca/,Convocatoria,Visuales,2025-05-03 22:25:00,,,No,No,,Yes,,,No,,,Sin cargo,Visuales,,USD,,False
Convocatoria | Exposición Colectiva  Art in Abstraction 2025,Convocatoria | Exposición Colectiva  Art in Abstraction 2025,,https://mdfedart.com/portfolio/art-in-abstraction/,EEUU,"May 14, 2025",Yes,Maryland Federation of Art,,No,"Dirigida a artistas visuales residentes en Estados Unidos, Puerto Rico, Canadá y México para participar en una exposición organizada por MFA. Las obras deben ser originales y realizadas en los últimos tres años. Se permite un máximo de seis obras por artista, y todas deben estar a la venta. El costo de inscripción es de $45 para 1 o 2 obras (con descuentos para miembros MFA). Tema: Abstracción. Las obras seleccionadas se exhibirán en Annapolis, Maryland, del 8 de julio al 14 de agosto.",,https://mdfedart.com/portfolio/art-in-abstraction/,Convocatoria,Visuales,2025-05-03 22:28:00,Fuera del Universo,,No,No,,No,,,No,,,Pago,Visuales,45.0,USD,45.0,False
Convocatoria | The Hopper Prize Artist Grants,Convocatoria | The Hopper Prize Artist Grants,,https://www.artconnect.com/opportunity/YUKXvRL2I3ucGoLHyeFC3,Virtual,"May 14, 2025",Yes,The Hopper Prize,,No,"Dirigido a artistas latinoamericanos y de otras regiones en artes plásticas, visuales y audiovisuales. Requiere pago de inscripción. Disciplinas: dibujo, pintura, fotografía, grabado, escultura, instalación, medios mixtos, videoarte y cortometraje experimental. Abierto a artistas de Latinoamérica.",,https://hopperprize.org,Convocatoria,Visuales,2025-05-03 22:37:00,Falopa,,No,No,,No,,https://hopperprize.org/contact-us,No,,,Pago,Visuales,,,,False
Residencia | Programa JSP Artist-In-Residence 2025-2026 ,Residencia | Programa JSP Artist-In-Residence 2025-2026 ,,https://www.artconnect.com/opportunity/jEmMrCmaspCMHl6SdUwLz,EEUU,"May 14, 2025",Yes,Josephine Sculpture Park,,No,"Dirigido a artistas visuales que trabajen con escultura, así como con medios como el sonido y la performance, como experiencias interactivas con la escultura y el entorno natural. Los artistas deben estar autorizados para trabajar legalmente en los Estados Unidos, y ser mayores de 18 años. El programa AiR acogerá a un máximo de dos artistas para una visita de planificación en 2025 y una residencia de hasta 10 semanas en 2026.",,https://www.josephinesculpturepark.org/air,Residencia,"Visuales, Escultura",2025-05-03 22:37:00,,,No,No,,No,,"https://www.josephinesculpturepark.org/air#:~:text=The%20funded%20residency%20will%20begin,and%20financial%20support%20to%20succeed.",No,,,Sin cargo,Visuales,,USD,,False
Premio | International Logo Design Contest ,Premio | International Logo Design Contest ,,https://www.onlyforartists.com/post/love-first-international-logo-design-contest,Canadá,"May 31, 2025",Yes,Love First International,,No,"Dirigido a diseñadores gráficos de todo el mundo, sin costo de inscripción, para diseñar un nuevo logotipo oficial para Love First International. Cada participante puede enviar hasta dos logotipos. Premios:- 1.er lugar: $500 CAD- 2.º lugar: $300 CAD- 3.er lugar: $150 CAD. Abierto a artistas de Latinoamérica.",,https://lovefirstinternational.com/logocontest/,Premio,Diseño,2025-05-03 22:40:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,500.0,CAD,370.0,False
Convocatoria | Ras Al Khaimah Art Festival: Civilizations,Convocatoria | Ras Al Khaimah Art Festival: Civilizations,,https://www.onlyforartists.com/post/ras-al-khaimah-art-festival-civilizations-call-for-entries-1,Emiratos Árabes Unidos,"May 31, 2025",Yes,Ras Al Khaimah Art - Sheikh Saud bin Saqr Al Qasimi Foundation for Policy Research,,No,"Dirigido a artistas de todas las nacionalidades, sin requerir pago de inscripción. Disciplinas: artes visuales, fotografía, escultura, cortometraje y arte estudiantil. Tema: Civilización. La convocatoria del Ras Al Khaimah Art Festival: Civilizations está abierta para artistas de Latinoamérica.",,https://www.rakart.ae/2026-festival,Convocatoria,"Visuales, Cine",2025-05-03 22:40:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,,,False
Convocatoria | Design for Change. International Poster Competition ,Convocatoria | Design for Change. International Poster Competition ,,https://www.onlyforartists.com/post/borderless-graphic-designer-group-international-poster-competition-1,Canadá,"May 17, 2025",Yes,Borderless Graphic Designer Group,,No,"Se invita a diseñadores gráficos de todo el mundo a crear imágenes que inviten a la reflexión y aborden desafíos sociales y políticos clave. Temas: 1.⁠ ⁠Puentes, no muros: Unidad en un mundo dividido; y 2. El espejo del narcisista: cuando el ego moldea la política. La participación en este concurso es gratuita. No hay límite en la cantidad de carteles que cada participante puede enviar. Todas las obras y los derechos de diseño deben ser originales.",,https://borderlessgroup.ca/design-for-change-international-poster-competition/,Convocatoria,"Diseño, Gráfica",2025-05-03 22:40:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,CAD,,False
Convocatoria | Tate Papers 37: Mother Lines,Convocatoria | Tate Papers 37: Mother Lines,,https://www.onlyforartists.com/post/tate-papers-37-mother-lines-calls-for-papers, Reino Unido,"May 12, 2025",Yes,Tate Gallery,,No,"Tate Papers busca contribuciones para su edición especial ""Mother Lines"" que explora conexiones transgeneracionales y conocimiento ancestral en el arte. La convocatoria está dirigida a investigadores y artistas interesados en temas como matrilineaje, repatriación e historias transnacionales interconectadas. No se especifica explícitamente, parece estar abierta a participantes internacionales dada su naturaleza de publicación académica sobre arte transnacional.",,https://www.tate.org.uk/research/tate-papers/calls-for-papers,Convocatoria,"Otras, Investigación, Curaduría",2025-05-03 22:40:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,,,False
Fondos | Fondo Metropolitano 2025,Fondos | Fondo Metropolitano 2025,Destacar,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Argentina,"May 26, 2025",Yes,Ministerio de Cultura de la Ciudad de Buenos Aires,,No,"Subsidio para proyectos culturales, científicos y de infraestructura en la Ciudad Autónoma de Buenos Aires. Está dirigido a personas físicas, jurídicas o consorcios con domicilio en CABA, incluyendo asociaciones sin personería jurídica que deben presentarse a través de una persona responsable. Abierta la convocatoria en cinco líneas de financiamiento: Creación; Funcionamiento de espacios culturales; Infraestructura cultural; Eventos culturales; y Cooperación sociocultural, formación y capacitación. Es exclusivo para la ciudad de Buenos Aires.",,https://buenosaires.gob.ar/noticias/fondo-metropolitano-2025-apertura-de-convocatoria,Fondos,Multidisciplinar,2025-05-07 08:23:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,ARS,,False
Premio | XIII Concurso de Pintura Ernesto Goday,Premio | XIII Concurso de Pintura Ernesto Goday,,https://www.arteinformado.com/agenda/f/xiii-concurso-de-pintura-ernesto-goday-237366,España,"September 30, 2025",Yes,Concejalía de Cultura del Ayuntamiento de O Grove (Pontevedra),,No,"Dirigido a personas físicas mayores de edad, excepto ganadores de las tres últimas ediciones (X a XII)[. No se menciona pago para participar. La disciplina artística es exclusivamente pintura, con obras que deben ser originales e inéditas. No se especifica si está abierto para artistas de Latinoamérica, aunque no hay restricciones geográficas explícitas en las bases consultadas.",,https://concellodogrove.es/upload/userfiles/suneditor/files/e04297Galego._BASES_XIII_CONCURSO_DE_PINTURA_ERNESTO_GODAY.pdf,Premio,"Visuales, Pintura",2025-05-10 22:02:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False
Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,Convocatoria | Exposición Colectiva “Se busca artista” en Madrid,,https://app.datarte.art/convocatorias/exposicion-arte-galeria-madrid-pop-art-2025,España,"June 15, 2025",Yes,La Fiambrera Art Gallery,,No,"Dirigido a artistas de cualquier nacionalidad mayores de 18 años, requiere pago de inscripción, e involucra disciplinas de pintura, ilustración y fotografía bajo la estética pop art. La oportunidad está abierta a artistas de Latinoamérica.",,https://app.datarte.art/convocatorias/exposicion-arte-galeria-madrid-pop-art-2025,Convocatoria,Visuales,2025-05-10 22:03:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,EUR,,False
"Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia","Convocatoria | Exposición de fotografía en Argentina, Eslovaquia y Grecia",,https://app.datarte.art/convocatorias/fotocreativaba-595,Argentina,"May 31, 2025",Yes,FotoCreativaBA,,No,"Dirigida a fotógrafos de Argentina, Grecia y Eslovaquia a presentar sus obras de fotografía y videoarte expandidas con temática libre. Las obras seleccionadas formarán parte de una exposición que se presentará en las siguientes galerías: Art Place Greece (Grecia) en julio/agosto de 2025; FotoCreativaBA (Argentina) en septiembre/octubre de 2025; y Galería Koniareň (Eslovaquia) en fechas a determinar en 2025. La organización solicitará el pago de 90 € por artista para gastos de producción, transporte y gestión. Para propuestas de videoarte: No se requerirá el pago de la producción, el envío ni la gestión.",,https://www.fotocreativaba.com/opencall-exhibition,Convocatoria,"Visuales, Fotografía, Videoarte",2025-05-10 22:03:00,,,No,No,,No,,,No,,,Sin cargo,Cine,90.0,EUR,97.2,False
Convocatoria | III South International Series Fest 2025,Convocatoria | III South International Series Fest 2025,,https://festhome.com/festival/8113,España,"June 1, 2025",Yes,South International Series Festival ,,No,"Dirigido a profesionales del sector audiovisual para inscribir primeros capítulos de Series, Docuseries, Nuevos Formatos Unscripted de más de un 2 capítulos no estrenadas en España. Las secciones son: Sección Oficial Ficción: Serie de ficción no estrenadas en España de, al menos, 2 capítulos disponibles (min 30 min por capítulo) o 4 capítulos disponibles (minimo 15 min por capítulo). y Sección Oficial No Ficción: Docuseries, nuevos formatos factual o unscripted no estrenadas en España de más de 2 capítulos. Los proyectos en desarrollo solo pueden postularse a través de la sección South Boost. El Festival se celebrará del 12 al 17 de septiembre de 2025 en la ciudad de Cádiz, España.",,https://southseriesfest.com/inscribe-tu-proyecto/,Convocatoria,"Cine, Series",2025-05-10 22:08:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False
Convocatoria | X FICVI Festival Internacional de Curtmetratges de Vila-seca,Convocatoria | X FICVI Festival Internacional de Curtmetratges de Vila-seca,,https://festhome.com/festival/2345,España,"June 8, 2025",Yes,Patronato de Turismo de Vila-seca,,No,"Dirigida a cineastas nacionales e internacionales a participar con cortometrajes de hasta 30 minutos en los géneros de ficción, documental o animación, priorizando propuestas emergentes, diversas y atrevidas. La programación se divide en dos secciones competitivas: la Selección Oficial, para obras estrenadas después del 1 de julio de 2023 y no proyectadas previamente en España; y IN SITU, destinada a cortos de hasta 3 minutos realizados por habitantes de Vila-seca y Tarragona, con taller formativo incluido. La paridad de género será considerada en la selección. Entre los premios destacan varios reconocimientos con dotación económica y la preselección a los Premios Goya. La X edición del FICVI se celebrará del 17 al 26 de octubre de 2025.",,http://www.ficvi.cat,Convocatoria,"Cine, Cortometrajes",2025-05-10 22:08:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False
Convocatoria | 57° Festival de Cine Documental Alcances ,Convocatoria | 57° Festival de Cine Documental Alcances ,,https://festhome.com/festival/2712,España,"June 13, 2025",Yes,Festival Alcances Festival de Cine Documental de Cádiz.,,No,"Podrán inscribirse para participar películas documentales de producción española o con coproducción española realizadas con posterioridad al 1 de junio de 2024. No se admiten películas de ficción, publicitarias, institucionales o reportajes periodísticos. No existen limitaciones en cuanto a la temática de las obras. Las obras se clasificarán en dos categorías:Largometraje documental: Películas de duración superior a 45 minutos.Cortometraje documental: Películas de duración hasta 45 minutos. Las fechas de celebración de la 57º Edición del Festival Alcances serán entre el 26 de septiembre y el 3 de octubre de 2025.",,http://www.alcances.org/,Convocatoria,"Cine, Documental",2025-05-10 22:08:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False
Residencia | Residencias de Creación e Investigación Artística,Residencia | Residencias de Creación e Investigación Artística,,https://hipermedula.org/2025/05/residencias-de-creacion-e-investigacion-artistica/,España,"June 29, 2025",Yes,Museo de la Universidad de Alicante,,No,"El objeto de la convocatoria es la concesión de cinco ayudas para la realización de cinco proyectos artísticos en el Museo de la Universidad de Alicante. Las residencias se realizarán del 8 al 19 de septiembre de 2025. Podrán participar artistas o colectivos de cualquier edad y nacionalidad. Abierto a cualquier disciplina artística dentro de las artes visuales. Se conceden un total de cinco ayudas; tres de ellas están dotadas de 500€ brutos para la producción de los proyectos; y dos, además de los 500€, incluye una dotación de 1000€ brutos en concepto de gastos de transporte, alojamiento y dietas.",,https://mua.ua.es/residencias/,Residencia,Visuales,2025-05-10 22:09:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,500.0,EUR,540.0,True
Residencia | Residencia Brújula Incansable 2025,Residencia | Residencia Brújula Incansable 2025,,https://hipermedula.org/2025/05/convocatoria-abierta-residencia-brujula-incansable/,Argentina,"May 31, 2025",Yes,Brújula Invisible,,No,"Artistas que trabajen en arte sonoro, música experimental, disciplinas visuales, artes plásticas, entre otros. Interesadas en explorar el uso de formatos analógicos, nuevas tecnologías o en dialogar con el entorno natural del Valle de Punilla.",,https://brujulainvisiblega.wixsite.com/brujulainvisible/residencia,Residencia,"Música, Visuales, Arte Sonoro, Experimental",2025-05-10 22:09:00,,,No,No,,No,,,No,,,Pago,Música,,ARS,,False
Convocatoria | Festival Internacional de Fotografía Fotonoche Córdoba 2025,Convocatoria | Festival Internacional de Fotografía Fotonoche Córdoba 2025,,https://hipermedula.org/2025/05/convocatoria-festival-internacional-de-fotografia-fotonoche-cordoba-2025/,Argentina,"May 23, 2025",Yes,Festival Fotonoche Córdoba - Alcobendas,,No,"Dirigida a fotógrafos mayores de 18 años de toda Latinoamérica para participar en su segunda edición. Cada participante podrá enviar un único proyecto, consistente en una serie fotográfica compuesta entre 15 y 20 fotografías. La temática es libre. Serán seleccionados en esta convocatoria un total de 12 proyectos. El festival se celebrará el viernes 4 de julio en el Centro Cultural UNC de la ciudad de Córdoba, Argentina, coincidiendo con el festival homónimo que se realiza en Alcobendas, Madrid; una proyección colectiva que unirá el trabajo de artistas consagrados y emergentes.",,https://www.instagram.com/photographyfestivals/p/DIT-U3AoeGp/,Convocatoria,"Visuales, Fotografía",2025-05-10 22:09:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,ARS,,False
Premio | 20.ª edición del Premio Minotauro 2026,Premio | 20.ª edición del Premio Minotauro 2026,,https://www.recursosculturales.com/premio-minotauro-ciencia-ficcion/,España,"May 16, 2025",Yes,"Editorial Minotauro. Editorial Planeta, S.A.",,No,"Dirigido a escritores mayores de edad de cualquier nacionalidad. 
Genero: ciencia ficción, fantasía y terror.  Las obras deben ser inéditas, autoconclusivas, originales y escritas en lengua española. Se otorgará un premio de 6.000 EUROS a la novela que se
considere con mayores merecimientos. La obra ganadora será publicada por el sello Minotauro.",,https://www.planetadelibros.com/premios/premio-minotauro/6#bases,Premio,"Literatura, ciencia ficción, fantasía, terror",2025-05-10 22:10:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,6000.0,EUR,6480.0,True
Residencia | Taller de Revisión de Guion 2025,Residencia | Taller de Revisión de Guion 2025,,https://www.recursosculturales.com/taller-de-revision-de-guion/,México,"June 15, 2025",Yes,Cine Qua Non Lab,,No,"Dirigido a cineastas independientes de todo el mundo que estén desarrollando guiones de largometraje de ficción. Para postular es necesario pagar una cuota no reembolsable de 40 USD. La disciplina es cine/guion cinematográfico. Está abierto para cineastas de Latinoamérica y de todo el mundo, con requisito de buen dominio del español. El Fondo Iberoamericano de Ayuda IBERMEDIA otorgará 12 becas, que cubrirán íntegramente la cuota de participación en el taller. Las personas que reciban la beca IBERMEDIA deberán hacerse cargo únicamente del pago de la cuota de inscripción de 500 USD y de sus gastos de viaje hasta la residencia, así como seguro médico. El taller-residencia tendrá lugar del miércoles 12 noviembre al miércoles 26 de noviembre de 2025.",,https://cqnl.org/es/taller-revision-guion-es/,Residencia,"Cine, Guión",2025-05-10 22:11:00,,,No,No,,No,,,No,,,Pago,Cine,40.0,MXN,2.2800000000000002,False
"Convocatoria | Festival ""Visioni di futuro, visioni di teatro"" 2026","Convocatoria | Festival ""Visioni di futuro, visioni di teatro"" 2026",,https://www.recursosculturales.com/visioni-di-futuro-visioni-di-teatro/,Italia,"June 4, 2025",Yes,La Baracca – Testoni Ragazzi,,No,"Convocatoria internacional dirigida a compañías de artes escénicas que presenten producciones para la primera infancia (0-6 años). El festival se celebrará en Bolonia del 8 al 15 de marzo de 2026. No se menciona pago para participar y está abierto a producciones internacionales, incluyendo artistas latinoamericanos.",,https://www.testoniragazzi.it/call-visioni-2026/,Convocatoria,"Escénicas, Teatro Infantil ",2025-05-10 22:11:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,EUR,,False
Premio | 13ª edición del Premio Internacional de Fotografía,Premio | 13ª edición del Premio Internacional de Fotografía,,https://www.recursosculturales.com/premio-de-fotografia-las-palmas-de-gran-canaria/,España,"May 24, 2025",Yes,Ayuntamiento de Las Palmas de Gran Canaria,,No,"Dirigido a fotógrafos de cualquier nacionalidad que deseen presentar obras originales e inéditas. Las fotografías no deben haber sido premiadas en otros certámenes. No se admitirán imágenes generadas con inteligencia artificial ni aquellas que resulten irrespetuosas o vulneren derechos de terceros. La técnica y temática son libres, se aceptan trabajos en blanco y negro o en color, y cada participante podrá presentar un máximo de dos fotografías dentro de una única categoría. Premios de 2800 €, 1200 € y 500 €, el primer, segundo y tercer premio respectivamente.",,https://lpacultura.com/events/13o-premio-internacional-de-fotografia-ciudad-de-las-palmas-de-gran-canaria,Premio,"Visuales, Fotografía",2025-05-10 22:11:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,800.0,EUR,864.0,True
Premio | Premio Internacional de Novela de Misterio e intriga Ciudad de Las Palmas de Gran Canaria,Premio | Premio Internacional de Novela de Misterio e intriga Ciudad de Las Palmas de Gran Canaria,,https://www.recursosculturales.com/premio-novela-las-palmas/,España,"May 29, 2025",Yes,Ayuntamiento de Las Palmas de Gran Canaria,,No,"Dirigido a escritores de cualquier nacionalidad que presenten sus obras escritas en castellano, con contenidos propios del género, novela de misterio e intriga. Cada autor/a podrá presentar una sola obra, con una extensión comprendida entre 150 y 200 páginas. Los originales deben ser inéditos. El original que opte al premio no podrá haber sido presentado a otro certamen de similares características. La dotación del premio es de 10.000 euros, e incluye asimismo la publicación de la obra.",,https://lpacultura.com/events/6o-premio-internacional-de-novela-de-misterio-e-intriga-ciudad-de-las-palmas-de-gran-canaria,Premio,"Literatura, Novela, Misterio, Intriga",2025-05-10 22:11:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,10000.0,EUR,10800.0,True
Residencia | Toga da wôhnagabi: Residencia de Creación Musical 2026,Residencia | Toga da wôhnagabi: Residencia de Creación Musical 2026,,https://www.recursosculturales.com/residencia-musical/,Canadá,"August 20, 2025",Yes,Banff Centre,,No,"Dirigida a músicos, cantautores, compositores y creadores indígenas de todos los géneros musicales. Abierto a pueblos indígenas de todas las regiones: local, nacional e internacional. Los solicitantes deben tener uno o más proyectos completados y estar trabajando en un nuevo proyecto. Diseñado para artistas solistas y dúos. La disciplina artística involucrada es la música en todos sus géneros. Tarifa de solicitud de $35 para solicitantes que se identifiquen como indígenas.",,https://www.banffcentre.ca/programs/indigenous-arts/toga-da-wohnagabi-music-creation-residency-2026,Residencia,Música,2025-05-10 22:12:00,,,No,No,,No,,,No,,,Pago,Música,35.0,CAD,25.9,False
Apoyo | Ayudas para proyectos de salvaguarda del patrimonio cultural inmaterial ,Apoyo | Ayudas para proyectos de salvaguarda del patrimonio cultural inmaterial ,,https://www.recursosculturales.com/ayudas-patrimonio-cultural-inmaterial/,España,"May 29, 2025",Yes,Ministerio de Cultura de España,,No,"Dirigido a entidades sin ánimo de lucro legalmente constituidas; no requiere pago para participar. Disciplinas: documentación, investigación, transmisión y promoción del patrimonio cultural inmaterial. No está abierta a artistas de Latinoamérica, solo a entidades establecidas en el país de la convocatoria.",,https://www.recursosculturales.com/ayudas-patrimonio-cultural-inmaterial/,Apoyo,"Otras, Patrimonio, Investigación",2025-05-10 22:12:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,EUR,,False
Residencia | Residencias R.A.R.O. en Bogotá,Residencia | Residencias R.A.R.O. en Bogotá,,https://www.recursosculturales.com/residencia-raro-bogota/,Colombia,"May 26, 2025",Yes,R.A.R.O. (Residencias Artísticas Raramente Organizadas),,No,"Dirigido a artistas, curadores, gestores, investigadores y profesionales de las artes de cualquier nacionalidad. Se ofrece  1 (una) beca completa para artistas de cualquier nacionalidad y 1 (una) beca completa para exalumnos de RARO y estudios en red. Disciplinas: multidisciplinar, abarca varias ramas artísticas. Abierto a artistas de Latinoamérica. Residencia del 8 de julio al 18 de agosto de 2025.",,https://www.esraro.com/en/bogota,Residencia,"Visuales, Otras",2025-05-10 22:13:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,COP,,False
Beca | Ayudas REGA para Residencias artísticas del Gaiás 2025,Beca | Ayudas REGA para Residencias artísticas del Gaiás 2025,,https://www.recursosculturales.com/ayudas-rega-residencias-artisticas/,España,"May 23, 2025",Yes,Xunta de Galicia | Fundación Cidade da Cultura,,No,"Dirigidas a cualquier persona interesada en realizar un proyecto artístico vinculado a una de cinco categorías. Disciplinas: artes digitales, artes visuales, escénicas, música y diseño. Cada proyecto seleccionado recibirá una ayuda de 8.000€, que incluye el desarrollo, gastos de transporte, estancia, manutención y gastos da presentación pública del resultado de la residencia. Las residencias tendrán una duración de entre tres semanas y mes y medio máximo, y se realizarán entre los meses de septiembre y noviembre de 2025 en la Cidade da Cultura, en Santiago de Compostela. No se especifica si está abierta para artistas latinoamericanos.",,https://www.cidadedacultura.gal/es/evento/ayudas-rega-2025-residencias-artisticas-del-gaias,Beca,"Música, Escénicas, Visuales, Diseño",2025-05-10 22:13:00,,,No,No,,No,,,No,,,Sin cargo,Música,8000.0,EUR,8640.0,True
Convocatoria | Trallallero Festival 2025,Convocatoria | Trallallero Festival 2025,,https://www.recursosculturales.com/trallallero-festival/,Italia,"June 15, 2025",Yes,Trallallero Festival - Teatro al Quadrato ,,No,"Dirigido a artistas y compañías que presenten espectáculos para público infantil y juvenil (0-14 años) en disciplinas de artes escénicas como teatro, música, danza, teatro de figura y circo. No requiere pago para participar. Abierto internacionalmente, incluyendo artistas de Latinoamérica. El Festival se llevará a cabo del 11 al 19 de octubre de 2025 en Italia: Artegna, Gemona del Friuli, Tarcento (UD).",,https://www.trallallerofestival.com/en/trallallero-festival-english/,Convocatoria,"Escénicas, Teatro Infantil y Juvenil",2025-05-10 22:14:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,EUR,,False
Residencia | SIT-PLU: 2026–2027 Research Residencies and Context-specific Artistic Interventions,Residencia | SIT-PLU: 2026–2027 Research Residencies and Context-specific Artistic Interventions,,https://on-the-move.org/news/sit-plu-2026-2027-research-residencies-and-context-specific-artistic-interventions-italy,Múltiples Países,"June 20, 2025",Yes,Prácticas Creativas Situadas para el Pluriverso (SIT-PLU),,No,"Dirigida artistas y profesionales creativos que deseen desarrollar proyectos de intervención creativa y mediación cultural interactuando durante un año con contextos específicos (sociales, geográficos, históricos) en diversas instituciones en Países Bajos, Italia y España, abordando temas como discapacidades, paisajes fluviales o zonas de sacrificio. Se valora que los proyectos dejen una huella distintiva en el territorio, fomenten nuevas audiencias y la diversidad. Los seleccionados recibirán una remuneración de €13.500 (sin incluir viajes) y un presupuesto de producción, con postulaciones individuales.",,https://sitplu.substack.com/p/open-call-sit-plu-residencies,Residencia,Multidisciplinar,2025-05-10 22:18:00,,,No,No,,No,,,No,,,Sin cargo,Otras,13500.0,EUR,14580.000000000002,True
Convocatoria | Lighthouse Calls for Community-focused Artworks on Aquatic Environments,Convocatoria | Lighthouse Calls for Community-focused Artworks on Aquatic Environments,,https://on-the-move.org/news/tidal-arts-lighthouse-calls-community-focused-artworks-aquatic-environments,Alemania,"June 14, 2025",Yes,TIDAL ArtS -  EU,,No,"Dirigido a artistas, colectivos y creativos de toda Europa que recibirán subvenciones de 15.000 € para crear obras de arte centradas en la comunidad. Los proyectos seleccionados deben conectar a la ciudadanía con sus entornos acuáticos y concienciar sobre los desafíos ambientales a través de la expresión artística. Se seleccionarán cinco artistas de cada una de las cuatro regiones designadas como ""Faro"": Atlántico-Ártico, Mediterráneo, Báltico-Mar del Norte y Danubio-Mar Negro. Los proyectos deben completarse antes de junio de 2026 e implicar la colaboración de científicos, educadores y comunidades.",,https://tidalarts.eu/lighthouse-calls/,Convocatoria,Multidisciplinar,2025-05-10 22:18:00,Fuera del Universo,,No,No,,No,,,No,,,Sin cargo,Otras,15000.0,EUR,16200.000000000002,True
Convocatoria | Hyundai Blue Prize+ 2025 ,Convocatoria | Hyundai Blue Prize+ 2025 ,,https://on-the-move.org/news/hyundai-motorstudio-beijing-blue-prize-2025-exhibition-proposals-emerging-curators-china,China,"June 8, 2025",Yes,Hyundai Motorstudio Beijing,,No,"Dirigido a curadores emergentes o colectivos curatoriales de todo el mundo con conexión al contexto asiático, incluyendo descendientes asiáticos residentes fuera de la región. No requiere pago. Disciplina: curaduría de exposiciones de arte contemporáneo. Está abierta a curadores de Latinoamérica siempre que cumplan con los criterios de elegibilidad relacionados con Asia.",,https://artlab.hyundai.com/project/hyundai-blue-prize-open-call,Convocatoria,"Otras, Curaduría",2025-05-10 22:18:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,CNY,,False
